,accuracy,accuracy,precision,precision,recall,recall,f1,f1,roc_auc,roc_auc
,mean,std,mean,std,mean,std,mean,std,mean,std
model,,,,,,,,,,
RandomForest,0.9767826646090536,0.01275330332270739,0.9781802961118785,0.015735126700934063,0.9755460390946502,0.01785572231083631,0.9767360722952362,0.012742102523937976,0.9964592704582477,0.00292379067611578
XGBoost,0.9814907882462686,0.014673994821457764,0.9784715082019628,0.01888868078189394,0.98487614013267,0.013420455011683482,0.9816013217662638,0.014463400622561203,0.9970959511524409,0.003160922954358667
