model,dataset_size,test_size,param_id,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators,accuracy,precision,recall,f1,roc_auc,colsample_bytree,learning_rate,subsample,score
RandomForest,1000,0.1,26,20.0,sqrt,1.0,2.0,300,0.99,0.9803921568627451,1.0,0.9900990099009901,0.9987999999999999,,,,0.9909881343428462
RandomForest,1000,0.1,27,20.0,sqrt,1.0,5.0,100,0.99,0.9803921568627451,1.0,0.9900990099009901,0.998,,,,0.9909081343428462
RandomForest,1000,0.1,28,20.0,sqrt,1.0,5.0,200,0.99,0.9803921568627451,1.0,0.9900990099009901,0.998,,,,0.9909081343428462
RandomForest,1000,0.1,29,20.0,sqrt,1.0,5.0,300,0.99,0.9803921568627451,1.0,0.9900990099009901,0.998,,,,0.9909081343428462
RandomForest,1000,0.1,30,20.0,sqrt,2.0,2.0,100,0.99,0.9803921568627451,1.0,0.9900990099009901,0.998,,,,0.9909081343428462
RandomForest,1000,0.1,31,20.0,sqrt,2.0,2.0,200,0.99,0.9803921568627451,1.0,0.9900990099009901,0.998,,,,0.9909081343428462
RandomForest,1000,0.1,32,20.0,sqrt,2.0,2.0,300,0.99,0.9803921568627451,1.0,0.9900990099009901,0.9988,,,,0.9909881343428462
RandomForest,1000,0.1,33,20.0,sqrt,2.0,5.0,100,0.99,0.9803921568627451,1.0,0.9900990099009901,0.998,,,,0.9909081343428462
RandomForest,1000,0.1,34,20.0,sqrt,2.0,5.0,200,0.99,0.9803921568627451,1.0,0.9900990099009901,0.998,,,,0.9909081343428462
RandomForest,1000,0.1,35,20.0,sqrt,2.0,5.0,300,0.99,0.9803921568627451,1.0,0.9900990099009901,0.998,,,,0.9909081343428462
RandomForest,1000,0.2,0,,sqrt,1.0,2.0,100,0.98,0.98,0.98,0.98,0.9946999999999999,,,,0.9814700000000001
RandomForest,1000,0.2,1,,sqrt,1.0,2.0,200,0.975,0.9797979797979798,0.97,0.9748743718592965,0.99485,,,,0.9769069075173848
RandomForest,1000,0.2,2,,sqrt,1.0,2.0,300,0.975,0.9797979797979798,0.97,0.9748743718592965,0.9947,,,,0.9768919075173847
RandomForest,1000,0.2,3,,sqrt,1.0,5.0,100,0.97,0.9795918367346939,0.96,0.9696969696969697,0.9945999999999999,,,,0.9722874582560297
RandomForest,1000,0.2,4,,sqrt,1.0,5.0,200,0.965,0.979381443298969,0.95,0.9644670050761421,0.9942,,,,0.9676363901826364
RandomForest,1000,0.2,5,,sqrt,1.0,5.0,300,0.965,0.979381443298969,0.95,0.9644670050761421,0.994,,,,0.9676163901826365
RandomForest,1000,0.2,6,,sqrt,2.0,2.0,100,0.97,0.9795918367346939,0.96,0.9696969696969697,0.9937,,,,0.9721974582560298
RandomForest,1000,0.2,7,,sqrt,2.0,2.0,200,0.965,0.979381443298969,0.95,0.9644670050761421,0.9946,,,,0.9676763901826364
RandomForest,1000,0.2,8,,sqrt,2.0,2.0,300,0.965,0.979381443298969,0.95,0.9644670050761421,0.995,,,,0.9677163901826364
RandomForest,1000,0.2,9,,sqrt,2.0,5.0,100,0.97,0.9795918367346939,0.96,0.9696969696969697,0.9935999999999999,,,,0.9721874582560297
RandomForest,1000,0.2,10,,sqrt,2.0,5.0,200,0.965,0.979381443298969,0.95,0.9644670050761421,0.9944000000000001,,,,0.9676563901826364
RandomForest,1000,0.2,11,,sqrt,2.0,5.0,300,0.965,0.979381443298969,0.95,0.9644670050761421,0.9944000000000001,,,,0.9676563901826364
RandomForest,1000,0.2,12,10.0,sqrt,1.0,2.0,100,0.98,0.98,0.98,0.98,0.9938,,,,0.9813800000000001
RandomForest,1000,0.2,13,10.0,sqrt,1.0,2.0,200,0.975,0.9797979797979798,0.97,0.9748743718592965,0.9944000000000001,,,,0.9768619075173848
RandomForest,1000,0.2,14,10.0,sqrt,1.0,2.0,300,0.97,0.9795918367346939,0.96,0.9696969696969697,0.9943,,,,0.9722574582560297
RandomForest,1000,0.2,15,10.0,sqrt,1.0,5.0,100,0.965,0.979381443298969,0.95,0.9644670050761421,0.9938,,,,0.9675963901826364
RandomForest,1000,0.2,16,10.0,sqrt,1.0,5.0,200,0.965,0.979381443298969,0.95,0.9644670050761421,0.9939,,,,0.9676063901826364
RandomForest,1000,0.2,17,10.0,sqrt,1.0,5.0,300,0.965,0.979381443298969,0.95,0.9644670050761421,0.9937,,,,0.9675863901826365
RandomForest,1000,0.2,18,10.0,sqrt,2.0,2.0,100,0.97,0.9795918367346939,0.96,0.9696969696969697,0.9941,,,,0.9722374582560297
RandomForest,1000,0.2,19,10.0,sqrt,2.0,2.0,200,0.965,0.979381443298969,0.95,0.9644670050761421,0.9946000000000002,,,,0.9676763901826364
RandomForest,1000,0.2,20,10.0,sqrt,2.0,2.0,300,0.965,0.979381443298969,0.95,0.9644670050761421,0.9949,,,,0.9677063901826364
RandomForest,1000,0.2,21,10.0,sqrt,2.0,5.0,100,0.97,0.9795918367346939,0.96,0.9696969696969697,0.9937,,,,0.9721974582560298
RandomForest,1000,0.2,22,10.0,sqrt,2.0,5.0,200,0.965,0.979381443298969,0.95,0.9644670050761421,0.9944999999999999,,,,0.9676663901826364
RandomForest,1000,0.2,23,10.0,sqrt,2.0,5.0,300,0.965,0.979381443298969,0.95,0.9644670050761421,0.9947,,,,0.9676863901826365
RandomForest,1000,0.2,24,20.0,sqrt,1.0,2.0,100,0.98,0.98,0.98,0.98,0.9946999999999999,,,,0.9814700000000001
RandomForest,1000,0.2,25,20.0,sqrt,1.0,2.0,200,0.975,0.9797979797979798,0.97,0.9748743718592965,0.99485,,,,0.9769069075173848
RandomForest,1000,0.2,26,20.0,sqrt,1.0,2.0,300,0.975,0.9797979797979798,0.97,0.9748743718592965,0.9947,,,,0.9768919075173847
RandomForest,1000,0.2,27,20.0,sqrt,1.0,5.0,100,0.97,0.9795918367346939,0.96,0.9696969696969697,0.9945999999999999,,,,0.9722874582560297
RandomForest,1000,0.2,28,20.0,sqrt,1.0,5.0,200,0.965,0.979381443298969,0.95,0.9644670050761421,0.9942,,,,0.9676363901826364
RandomForest,1000,0.2,29,20.0,sqrt,1.0,5.0,300,0.965,0.979381443298969,0.95,0.9644670050761421,0.994,,,,0.9676163901826365
RandomForest,1000,0.2,30,20.0,sqrt,2.0,2.0,100,0.97,0.9795918367346939,0.96,0.9696969696969697,0.9937,,,,0.9721974582560298
