model,dataset_size,test_size,param_id,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators,accuracy,precision,recall,f1,roc_auc,colsample_bytree,learning_rate,subsample,score
XGBoost,2000,0.3,284,8.0,,,,200,0.9833333333333333,0.9833333333333333,0.9833333333333333,0.9833333333333333,0.9991888888888889,0.8,0.1,0.8,0.9849188888888889
XGBoost,2000,0.3,285,8.0,,,,200,0.9866666666666667,0.9899328859060402,0.9833333333333333,0.9866220735785953,0.9993333333333333,0.8,0.1,1.0,0.9879065325881199
XGBoost,2000,0.3,286,8.0,,,,300,0.9816666666666667,0.9832775919732442,0.98,0.9816360601001669,0.9991777777777777,0.8,0.1,0.8,0.98339744753581
XGBoost,2000,0.3,287,8.0,,,,300,0.985,0.98989898989899,0.98,0.9849246231155779,0.9991666666666668,0.8,0.1,1.0,0.986373851581138
XGBoost,2000,0.3,288,4.0,,,,100,0.9833333333333333,0.9865771812080537,0.98,0.9832775919732442,0.9989222222222223,1.0,0.05,0.8,0.9848576027224729
XGBoost,2000,0.3,289,4.0,,,,100,0.9833333333333333,0.9833333333333333,0.9833333333333333,0.9833333333333333,0.9988777777777778,1.0,0.05,1.0,0.9848877777777778
XGBoost,2000,0.3,290,4.0,,,,200,0.9866666666666667,0.9866666666666667,0.9866666666666667,0.9866666666666667,0.9990777777777777,1.0,0.05,0.8,0.9879077777777779
XGBoost,2000,0.3,291,4.0,,,,200,0.9866666666666667,0.9834437086092715,0.99,0.9867109634551495,0.9990444444444444,1.0,0.05,1.0,0.9879398085361769
XGBoost,2000,0.3,292,4.0,,,,300,0.985,0.9866220735785953,0.9833333333333333,0.9849749582637729,0.9989333333333333,1.0,0.05,0.8,0.986376902194851
XGBoost,2000,0.3,293,4.0,,,,300,0.9866666666666667,0.9834437086092715,0.99,0.9867109634551495,0.9990111111111112,1.0,0.05,1.0,0.9879364752028436
XGBoost,2000,0.3,294,6.0,,,,100,0.9816666666666667,0.9832775919732442,0.98,0.9816360601001669,0.9990111111111111,1.0,0.05,0.8,0.9833807808691434
XGBoost,2000,0.3,295,6.0,,,,100,0.985,0.9866220735785953,0.9833333333333333,0.9849749582637729,0.9989,1.0,0.05,1.0,0.9863735688615176
XGBoost,2000,0.3,296,6.0,,,,200,0.9883333333333333,0.9899665551839465,0.9866666666666667,0.988313856427379,0.9989777777777777,1.0,0.05,0.8,0.9893852457427808
XGBoost,2000,0.3,297,6.0,,,,200,0.9866666666666667,0.9866666666666667,0.9866666666666667,0.9866666666666667,0.9987888888888888,1.0,0.05,1.0,0.987878888888889
XGBoost,2000,0.3,298,6.0,,,,300,0.99,0.9932885906040269,0.9866666666666667,0.9899665551839465,0.9989222222222222,1.0,0.05,0.8,0.990873240231545
XGBoost,2000,0.3,299,6.0,,,,300,0.9866666666666667,0.9899328859060402,0.9833333333333333,0.9866220735785953,0.9986555555555555,1.0,0.05,1.0,0.9878387548103421
XGBoost,2000,0.3,300,8.0,,,,100,0.9816666666666667,0.9832775919732442,0.98,0.9816360601001669,0.9990222222222221,1.0,0.05,0.8,0.9833818919802545
XGBoost,2000,0.3,301,8.0,,,,100,0.9866666666666667,0.9834437086092715,0.99,0.9867109634551495,0.9987999999999999,1.0,0.05,1.0,0.9879153640917324
XGBoost,2000,0.3,302,8.0,,,,200,0.9883333333333333,0.9899665551839465,0.9866666666666667,0.988313856427379,0.999,1.0,0.05,0.8,0.989387467965003
XGBoost,2000,0.3,303,8.0,,,,200,0.9866666666666667,0.9866666666666667,0.9866666666666667,0.9866666666666667,0.9989333333333333,1.0,0.05,1.0,0.9878933333333335
XGBoost,2000,0.3,304,8.0,,,,300,0.9883333333333333,0.9899665551839465,0.9866666666666667,0.988313856427379,0.9989888888888888,1.0,0.05,0.8,0.9893863568538919
XGBoost,2000,0.3,305,8.0,,,,300,0.9866666666666667,0.9866666666666667,0.9866666666666667,0.9866666666666667,0.9988888888888889,1.0,0.05,1.0,0.987888888888889
XGBoost,2000,0.3,306,4.0,,,,100,0.9866666666666667,0.9866666666666667,0.9866666666666667,0.9866666666666667,0.9988888888888889,1.0,0.1,0.8,0.987888888888889
XGBoost,2000,0.3,307,4.0,,,,100,0.9866666666666667,0.9834437086092715,0.99,0.9867109634551495,0.9990777777777777,1.0,0.1,1.0,0.9879431418695103
XGBoost,2000,0.3,308,4.0,,,,200,0.985,0.9866220735785953,0.9833333333333333,0.9849749582637729,0.998588888888889,1.0,0.1,0.8,0.9863424577504065
XGBoost,2000,0.3,309,4.0,,,,200,0.9866666666666667,0.9834437086092715,0.99,0.9867109634551495,0.9990777777777777,1.0,0.1,1.0,0.9879431418695103
XGBoost,2000,0.3,310,4.0,,,,300,0.9833333333333333,0.9865771812080537,0.98,0.9832775919732442,0.9985222222222222,1.0,0.1,0.8,0.9848176027224729
XGBoost,2000,0.3,311,4.0,,,,300,0.9866666666666667,0.9834437086092715,0.99,0.9867109634551495,0.9989222222222222,1.0,0.1,1.0,0.9879275863139547
XGBoost,2000,0.3,312,6.0,,,,100,0.9866666666666667,0.9899328859060402,0.9833333333333333,0.9866220735785953,0.9991888888888889,1.0,0.1,0.8,0.9878920881436755
XGBoost,2000,0.3,313,6.0,,,,100,0.985,0.9833887043189369,0.9866666666666667,0.9850249584026622,0.9988555555555556,1.0,0.1,1.0,0.986404117273475
XGBoost,2000,0.3,314,6.0,,,,200,0.985,0.9866220735785953,0.9833333333333333,0.9849749582637729,0.9991222222222221,1.0,0.1,0.8,0.9863957910837398
XGBoost,2000,0.3,315,6.0,,,,200,0.985,0.9866220735785953,0.9833333333333333,0.9849749582637729,0.9988111111111111,1.0,0.1,1.0,0.9863646799726287
XGBoost,2000,0.3,316,6.0,,,,300,0.985,0.9866220735785953,0.9833333333333333,0.9849749582637729,0.9990666666666665,1.0,0.1,0.8,0.9863902355281843
XGBoost,2000,0.3,317,6.0,,,,300,0.9833333333333333,0.9833333333333333,0.9833333333333333,0.9833333333333333,0.9987444444444444,1.0,0.1,1.0,0.9848744444444445
XGBoost,2000,0.3,318,8.0,,,,100,0.9883333333333333,0.9899665551839465,0.9866666666666667,0.988313856427379,0.9990555555555556,1.0,0.1,0.8,0.9893930235205586
XGBoost,2000,0.3,319,8.0,,,,100,0.9866666666666667,0.9866666666666667,0.9866666666666667,0.9866666666666667,0.9989333333333333,1.0,0.1,1.0,0.9878933333333335
XGBoost,2000,0.3,320,8.0,,,,200,0.985,0.9866220735785953,0.9833333333333333,0.9849749582637729,0.9990333333333334,1.0,0.1,0.8,0.9863869021948509
XGBoost,2000,0.3,321,8.0,,,,200,0.9866666666666667,0.9866666666666667,0.9866666666666667,0.9866666666666667,0.9989222222222224,1.0,0.1,1.0,0.9878922222222224
XGBoost,2000,0.3,322,8.0,,,,300,0.985,0.9866220735785953,0.9833333333333333,0.9849749582637729,0.9990222222222221,1.0,0.1,0.8,0.9863857910837398
XGBoost,2000,0.3,323,8.0,,,,300,0.985,0.9866220735785953,0.9833333333333333,0.9849749582637729,0.9987777777777778,1.0,0.1,1.0,0.9863613466392953
XGBoost,2500,0.1,360,4.0,,,,100,0.992,1.0,0.984,0.9919354838709677,0.999232,0.8,0.05,0.8,0.9927038451612903
XGBoost,2500,0.1,361,4.0,,,,100,0.992,1.0,0.984,0.9919354838709677,0.999232,0.8,0.05,1.0,0.9927038451612903
XGBoost,2500,0.1,362,4.0,,,,200,0.988,0.9919354838709677,0.984,0.9879518072289156,0.9996160000000001,0.8,0.05,0.8,0.9891342389428682
XGBoost,2500,0.1,363,4.0,,,,200,0.988,0.9919354838709677,0.984,0.9879518072289156,0.99968,0.8,0.05,1.0,0.9891406389428683
XGBoost,2500,0.1,364,4.0,,,,300,0.988,0.9919354838709677,0.984,0.9879518072289156,0.99968,0.8,0.05,0.8,0.9891406389428683
XGBoost,2500,0.1,365,4.0,,,,300,0.988,0.9919354838709677,0.984,0.9879518072289156,0.99968,0.8,0.05,1.0,0.9891406389428683
XGBoost,2500,0.1,366,6.0,,,,100,0.988,0.9919354838709677,0.984,0.9879518072289156,0.9989759999999999,0.8,0.05,0.8,0.9890702389428683
XGBoost,2500,0.1,367,6.0,,,,100,0.988,0.9919354838709677,0.984,0.9879518072289156,0.99904,0.8,0.05,1.0,0.9890766389428682
XGBoost,2500,0.1,368,6.0,,,,200,0.984,0.984,0.984,0.984,0.999552,0.8,0.05,0.8,0.9855552
XGBoost,2500,0.1,369,6.0,,,,200,0.988,0.9919354838709677,0.984,0.9879518072289156,0.99968,0.8,0.05,1.0,0.9891406389428683
XGBoost,2500,0.1,370,6.0,,,,300,0.984,0.984,0.984,0.984,0.99968,0.8,0.05,0.8,0.985568
XGBoost,2500,0.1,371,6.0,,,,300,0.984,0.984,0.984,0.984,0.99968,0.8,0.05,1.0,0.985568
XGBoost,2500,0.1,372,8.0,,,,100,0.984,0.984,0.984,0.984,0.998912,0.8,0.05,0.8,0.9854912
XGBoost,2500,0.1,373,8.0,,,,100,0.988,0.9919354838709677,0.984,0.9879518072289156,0.99904,0.8,0.05,1.0,0.9890766389428682
XGBoost,2500,0.1,374,8.0,,,,200,0.984,0.984,0.984,0.984,0.999552,0.8,0.05,0.8,0.9855552
XGBoost,2500,0.1,375,8.0,,,,200,0.984,0.984,0.984,0.984,0.999552,0.8,0.05,1.0,0.9855552
XGBoost,2500,0.1,376,8.0,,,,300,0.984,0.984,0.984,0.984,0.99968,0.8,0.05,0.8,0.985568
XGBoost,2500,0.1,377,8.0,,,,300,0.988,0.9919354838709677,0.984,0.9879518072289156,0.99968,0.8,0.05,1.0,0.9891406389428683
XGBoost,2500,0.1,378,4.0,,,,100,0.992,1.0,0.984,0.9919354838709677,0.9996160000000001,0.8,0.1,0.8,0.9927422451612903
XGBoost,2500,0.1,379,4.0,,,,100,0.988,0.9919354838709677,0.984,0.9879518072289156,0.9996799999999999,0.8,0.1,1.0,0.9891406389428683
XGBoost,2500,0.1,380,4.0,,,,200,0.988,0.9919354838709677,0.984,0.9879518072289156,0.99968,0.8,0.1,0.8,0.9891406389428683
XGBoost,2500,0.1,381,4.0,,,,200,0.988,0.9919354838709677,0.984,0.9879518072289156,0.999744,0.8,0.1,1.0,0.9891470389428683
XGBoost,2500,0.1,382,4.0,,,,300,0.988,0.9919354838709677,0.984,0.9879518072289156,0.99968,0.8,0.1,0.8,0.9891406389428683
XGBoost,2500,0.1,383,4.0,,,,300,0.988,0.9919354838709677,0.984,0.9879518072289156,0.999744,0.8,0.1,1.0,0.9891470389428683
XGBoost,2500,0.1,384,6.0,,,,100,0.984,0.984,0.984,0.984,0.99968,0.8,0.1,0.8,0.985568
XGBoost,2500,0.1,385,6.0,,,,100,0.992,1.0,0.984,0.9919354838709677,0.999616,0.8,0.1,1.0,0.9927422451612903
XGBoost,2500,0.1,386,6.0,,,,200,0.984,0.984,0.984,0.984,0.999744,0.8,0.1,0.8,0.9855744
XGBoost,2500,0.1,387,6.0,,,,200,0.992,1.0,0.984,0.9919354838709677,0.99968,0.8,0.1,1.0,0.9927486451612904
XGBoost,2500,0.1,388,6.0,,,,300,0.984,0.984,0.984,0.984,0.999744,0.8,0.1,0.8,0.9855744
XGBoost,2500,0.1,389,6.0,,,,300,0.988,0.9919354838709677,0.984,0.9879518072289156,0.99968,0.8,0.1,1.0,0.9891406389428683
XGBoost,2500,0.1,390,8.0,,,,100,0.988,0.9919354838709677,0.984,0.9879518072289156,0.999616,0.8,0.1,0.8,0.9891342389428682
XGBoost,2500,0.1,391,8.0,,,,100,0.992,1.0,0.984,0.9919354838709677,0.999552,0.8,0.1,1.0,0.9927358451612903
XGBoost,2500,0.1,392,8.0,,,,200,0.984,0.984,0.984,0.984,0.999744,0.8,0.1,0.8,0.9855744
XGBoost,2500,0.1,393,8.0,,,,200,0.992,1.0,0.984,0.9919354838709677,0.999616,0.8,0.1,1.0,0.9927422451612903
XGBoost,2500,0.1,394,8.0,,,,300,0.984,0.984,0.984,0.984,0.999744,0.8,0.1,0.8,0.9855744
XGBoost,2500,0.1,395,8.0,,,,300,0.992,1.0,0.984,0.9919354838709677,0.999616,0.8,0.1,1.0,0.9927422451612903
XGBoost,2500,0.1,396,4.0,,,,100,0.984,0.991869918699187,0.976,0.9838709677419355,0.9990399999999999,1.0,0.05,0.8,0.985439274062418
XGBoost,2500,0.1,397,4.0,,,,100,0.984,0.984,0.984,0.984,0.998976,1.0,0.05,1.0,0.9854976
XGBoost,2500,0.1,398,4.0,,,,200,0.984,0.984,0.984,0.984,0.9996160000000001,1.0,0.05,0.8,0.9855615999999999
XGBoost,2500,0.1,399,4.0,,,,200,0.988,0.9919354838709677,0.984,0.9879518072289156,0.999488,1.0,0.05,1.0,0.9891214389428682
XGBoost,2500,0.1,400,4.0,,,,300,0.988,0.9919354838709677,0.984,0.9879518072289156,0.9996160000000001,1.0,0.05,0.8,0.9891342389428682
XGBoost,2500,0.1,401,4.0,,,,300,0.984,0.984,0.984,0.984,0.9994879999999999,1.0,0.05,1.0,0.9855487999999999
XGBoost,2500,0.1,402,6.0,,,,100,0.984,0.984,0.984,0.984,0.99904,1.0,0.05,0.8,0.9855039999999999
XGBoost,2500,0.1,403,6.0,,,,100,0.98,0.9761904761904762,0.984,0.9800796812749004,0.998976,1.0,0.05,1.0,0.9819595996205654
XGBoost,2500,0.1,404,6.0,,,,200,0.984,0.984,0.984,0.984,0.999616,1.0,0.05,0.8,0.9855615999999999
XGBoost,2500,0.1,405,6.0,,,,200,0.984,0.984,0.984,0.984,0.99968,1.0,0.05,1.0,0.985568
XGBoost,2500,0.1,406,6.0,,,,300,0.984,0.984,0.984,0.984,0.999552,1.0,0.05,0.8,0.9855552
XGBoost,2500,0.1,407,6.0,,,,300,0.984,0.984,0.984,0.984,0.999616,1.0,0.05,1.0,0.9855615999999999
XGBoost,2500,0.1,408,8.0,,,,100,0.984,0.984,0.984,0.984,0.9987839999999999,1.0,0.05,0.8,0.9854784
XGBoost,2500,0.1,409,8.0,,,,100,0.984,0.984,0.984,0.984,0.998976,1.0,0.05,1.0,0.9854976
XGBoost,2500,0.1,410,8.0,,,,200,0.984,0.984,0.984,0.984,0.999616,1.0,0.05,0.8,0.9855615999999999
XGBoost,2500,0.1,411,8.0,,,,200,0.988,0.9841269841269841,0.992,0.9880478087649402,0.999616,1.0,0.05,1.0,0.9892013394548789
XGBoost,2500,0.1,412,8.0,,,,300,0.984,0.984,0.984,0.984,0.99968,1.0,0.05,0.8,0.985568
XGBoost,2500,0.1,413,8.0,,,,300,0.988,0.9841269841269841,0.992,0.9880478087649402,0.99968,1.0,0.05,1.0,0.9892077394548788
XGBoost,2500,0.1,414,4.0,,,,100,0.988,0.9919354838709677,0.984,0.9879518072289156,0.9996799999999999,1.0,0.1,0.8,0.9891406389428683
XGBoost,2500,0.1,415,4.0,,,,100,0.988,0.9919354838709677,0.984,0.9879518072289156,0.999552,1.0,0.1,1.0,0.9891278389428683
XGBoost,2500,0.1,416,4.0,,,,200,0.988,0.9919354838709677,0.984,0.9879518072289156,0.999616,1.0,0.1,0.8,0.9891342389428682
XGBoost,2500,0.1,417,4.0,,,,200,0.984,0.984,0.984,0.984,0.9996160000000001,1.0,0.1,1.0,0.9855615999999999
XGBoost,2500,0.1,418,4.0,,,,300,0.988,0.9919354838709677,0.984,0.9879518072289156,0.999616,1.0,0.1,0.8,0.9891342389428682
XGBoost,2500,0.1,419,4.0,,,,300,0.984,0.984,0.984,0.984,0.999616,1.0,0.1,1.0,0.9855615999999999
XGBoost,2500,0.1,420,6.0,,,,100,0.984,0.984,0.984,0.984,0.99968,1.0,0.1,0.8,0.985568
XGBoost,2500,0.1,421,6.0,,,,100,0.984,0.984,0.984,0.984,0.999552,1.0,0.1,1.0,0.9855552
XGBoost,2500,0.1,422,6.0,,,,200,0.984,0.984,0.984,0.984,0.9996160000000001,1.0,0.1,0.8,0.9855615999999999
XGBoost,2500,0.1,423,6.0,,,,200,0.984,0.984,0.984,0.984,0.9994879999999999,1.0,0.1,1.0,0.9855487999999999
XGBoost,2500,0.1,424,6.0,,,,300,0.984,0.984,0.984,0.984,0.99968,1.0,0.1,0.8,0.985568
XGBoost,2500,0.1,425,6.0,,,,300,0.984,0.984,0.984,0.984,0.9994879999999999,1.0,0.1,1.0,0.9855487999999999
XGBoost,2500,0.1,426,8.0,,,,100,0.984,0.984,0.984,0.984,0.999616,1.0,0.1,0.8,0.9855615999999999
XGBoost,2500,0.1,427,8.0,,,,100,0.988,0.9841269841269841,0.992,0.9880478087649402,0.999616,1.0,0.1,1.0,0.9892013394548789
XGBoost,2500,0.1,428,8.0,,,,200,0.984,0.984,0.984,0.984,0.999616,1.0,0.1,0.8,0.9855615999999999
XGBoost,2500,0.1,429,8.0,,,,200,0.984,0.984,0.984,0.984,0.999744,1.0,0.1,1.0,0.9855744
XGBoost,2500,0.1,430,8.0,,,,300,0.984,0.984,0.984,0.984,0.99968,1.0,0.1,0.8,0.985568
XGBoost,2500,0.1,431,8.0,,,,300,0.988,0.9841269841269841,0.992,0.9880478087649402,0.999744,1.0,0.1,1.0,0.9892141394548789
XGBoost,2500,0.2,468,4.0,,,,100,0.988,0.9919354838709677,0.984,0.9879518072289156,0.998864,0.8,0.05,0.8,0.9890590389428683
XGBoost,2500,0.2,469,4.0,,,,100,0.988,0.9919354838709677,0.984,0.9879518072289156,0.999056,0.8,0.05,1.0,0.9890782389428683
XGBoost,2500,0.2,470,4.0,,,,200,0.992,0.992,0.992,0.992,0.999392,0.8,0.05,0.8,0.9927392
XGBoost,2500,0.2,471,4.0,,,,200,0.988,0.9841269841269841,0.992,0.9880478087649402,0.9995200000000001,0.8,0.05,1.0,0.9891917394548789
XGBoost,2500,0.2,472,4.0,,,,300,0.992,0.992,0.992,0.992,0.99944,0.8,0.05,0.8,0.9927440000000001
XGBoost,2500,0.2,473,4.0,,,,300,0.99,0.9880478087649402,0.992,0.9900199600798403,0.999568,0.8,0.05,1.0,0.9909723497769403
XGBoost,2500,0.2,474,6.0,,,,100,0.99,0.9919678714859438,0.988,0.9899799599198397,0.998992,0.8,0.05,0.8,0.9908867622731407
XGBoost,2500,0.2,475,6.0,,,,100,0.99,0.9880478087649402,0.992,0.9900199600798403,0.998976,0.8,0.05,1.0,0.9909131497769402
XGBoost,2500,0.2,476,6.0,,,,200,0.988,0.9841269841269841,0.992,0.9880478087649402,0.999408,0.8,0.05,0.8,0.9891805394548789
XGBoost,2500,0.2,477,6.0,,,,200,0.988,0.9841269841269841,0.992,0.9880478087649402,0.9994240000000001,0.8,0.05,1.0,0.9891821394548789
XGBoost,2500,0.2,478,6.0,,,,300,0.99,0.9880478087649402,0.992,0.9900199600798403,0.999344,0.8,0.05,0.8,0.9909499497769402
XGBoost,2500,0.2,479,6.0,,,,300,0.988,0.9841269841269841,0.992,0.9880478087649402,0.999392,0.8,0.05,1.0,0.9891789394548789
XGBoost,2500,0.2,480,8.0,,,,100,0.99,0.9919678714859438,0.988,0.9899799599198397,0.998992,0.8,0.05,0.8,0.9908867622731407
XGBoost,2500,0.2,481,8.0,,,,100,0.99,0.9880478087649402,0.992,0.9900199600798403,0.999104,0.8,0.05,1.0,0.9909259497769403
XGBoost,2500,0.2,482,8.0,,,,200,0.992,0.992,0.992,0.992,0.999312,0.8,0.05,0.8,0.9927312
XGBoost,2500,0.2,483,8.0,,,,200,0.988,0.9841269841269841,0.992,0.9880478087649402,0.9994240000000001,0.8,0.05,1.0,0.9891821394548789
XGBoost,2500,0.2,484,8.0,,,,300,0.992,0.992,0.992,0.992,0.999296,0.8,0.05,0.8,0.9927296000000001
XGBoost,2500,0.2,485,8.0,,,,300,0.988,0.9841269841269841,0.992,0.9880478087649402,0.999328,0.8,0.05,1.0,0.9891725394548789
XGBoost,2500,0.2,486,4.0,,,,100,0.992,0.992,0.992,0.992,0.99936,0.8,0.1,0.8,0.9927360000000001
XGBoost,2500,0.2,487,4.0,,,,100,0.99,0.9880478087649402,0.992,0.9900199600798403,0.999552,0.8,0.1,1.0,0.9909707497769402
XGBoost,2500,0.2,488,4.0,,,,200,0.992,0.992,0.992,0.992,0.99944,0.8,0.1,0.8,0.9927440000000001
XGBoost,2500,0.2,489,4.0,,,,200,0.992,0.992,0.992,0.992,0.9994719999999999,0.8,0.1,1.0,0.9927472
XGBoost,2500,0.2,490,4.0,,,,300,0.99,0.9880478087649402,0.992,0.9900199600798403,0.9993920000000001,0.8,0.1,0.8,0.9909547497769402
XGBoost,2500,0.2,491,4.0,,,,300,0.992,0.992,0.992,0.992,0.99936,0.8,0.1,1.0,0.9927360000000001
XGBoost,2500,0.2,492,6.0,,,,100,0.992,0.992,0.992,0.992,0.999264,0.8,0.1,0.8,0.9927264
XGBoost,2500,0.2,493,6.0,,,,100,0.992,0.992,0.992,0.992,0.999648,0.8,0.1,1.0,0.9927648
XGBoost,2500,0.2,494,6.0,,,,200,0.992,0.992,0.992,0.992,0.999408,0.8,0.1,0.8,0.9927408
XGBoost,2500,0.2,495,6.0,,,,200,0.992,0.992,0.992,0.992,0.999504,0.8,0.1,1.0,0.9927504
XGBoost,2500,0.2,496,6.0,,,,300,0.992,0.992,0.992,0.992,0.99936,0.8,0.1,0.8,0.9927360000000001
XGBoost,2500,0.2,497,6.0,,,,300,0.992,0.992,0.992,0.992,0.999552,0.8,0.1,1.0,0.9927552000000001
XGBoost,2500,0.2,498,8.0,,,,100,0.992,0.992,0.992,0.992,0.99928,0.8,0.1,0.8,0.992728
XGBoost,2500,0.2,499,8.0,,,,100,0.992,0.992,0.992,0.992,0.9995200000000001,0.8,0.1,1.0,0.9927520000000001
XGBoost,2500,0.2,500,8.0,,,,200,0.992,0.992,0.992,0.992,0.9993599999999999,0.8,0.1,0.8,0.9927360000000001
XGBoost,2500,0.2,501,8.0,,,,200,0.992,0.992,0.992,0.992,0.999472,0.8,0.1,1.0,0.9927472
XGBoost,2500,0.2,502,8.0,,,,300,0.992,0.992,0.992,0.992,0.9994240000000001,0.8,0.1,0.8,0.9927424
XGBoost,2500,0.2,503,8.0,,,,300,0.992,0.992,0.992,0.992,0.9994879999999999,0.8,0.1,1.0,0.9927488
XGBoost,2500,0.2,504,4.0,,,,100,0.982,0.9878542510121457,0.976,0.9818913480885312,0.9988159999999999,1.0,0.05,0.8,0.9836198546289885
XGBoost,2500,0.2,505,4.0,,,,100,0.984,0.9801587301587301,0.988,0.9840637450199203,0.9990880000000001,1.0,0.05,1.0,0.9855596695377221
XGBoost,2500,0.2,506,4.0,,,,200,0.99,0.9880478087649402,0.992,0.9900199600798403,0.999328,1.0,0.05,0.8,0.9909483497769402
XGBoost,2500,0.2,507,4.0,,,,200,0.988,0.9841269841269841,0.992,0.9880478087649402,0.9994719999999999,1.0,0.05,1.0,0.9891869394548789
XGBoost,2500,0.2,508,4.0,,,,300,0.99,0.9880478087649402,0.992,0.9900199600798403,0.999424,1.0,0.05,0.8,0.9909579497769402
XGBoost,2500,0.2,509,4.0,,,,300,0.99,0.9880478087649402,0.992,0.9900199600798403,0.999568,1.0,0.05,1.0,0.9909723497769403
XGBoost,2500,0.2,510,6.0,,,,100,0.984,0.9801587301587301,0.988,0.9840637450199203,0.9989760000000001,1.0,0.05,0.8,0.9855484695377221
XGBoost,2500,0.2,511,6.0,,,,100,0.988,0.9841269841269841,0.992,0.9880478087649402,0.999072,1.0,0.05,1.0,0.9891469394548789
XGBoost,2500,0.2,512,6.0,,,,200,0.988,0.9841269841269841,0.992,0.9880478087649402,0.999328,1.0,0.05,0.8,0.9891725394548789
XGBoost,2500,0.2,513,6.0,,,,200,0.988,0.9841269841269841,0.992,0.9880478087649402,0.9995200000000001,1.0,0.05,1.0,0.9891917394548789
XGBoost,2500,0.2,514,6.0,,,,300,0.988,0.9841269841269841,0.992,0.9880478087649402,0.9993759999999999,1.0,0.05,0.8,0.9891773394548788
XGBoost,2500,0.2,515,6.0,,,,300,0.988,0.9841269841269841,0.992,0.9880478087649402,0.999488,1.0,0.05,1.0,0.989188539454879
XGBoost,2500,0.2,516,8.0,,,,100,0.986,0.9840637450199203,0.988,0.9860279441117764,0.998832,1.0,0.05,0.8,0.987304332237517
XGBoost,2500,0.2,517,8.0,,,,100,0.988,0.9841269841269841,0.992,0.9880478087649402,0.998992,1.0,0.05,1.0,0.9891389394548789
XGBoost,2500,0.2,518,8.0,,,,200,0.988,0.9841269841269841,0.992,0.9880478087649402,0.9992479999999999,1.0,0.05,0.8,0.9891645394548789
XGBoost,2500,0.2,519,8.0,,,,200,0.988,0.9841269841269841,0.992,0.9880478087649402,0.9995040000000001,1.0,0.05,1.0,0.9891901394548789
XGBoost,2500,0.2,520,8.0,,,,300,0.988,0.9841269841269841,0.992,0.9880478087649402,0.9992639999999999,1.0,0.05,0.8,0.9891661394548789
XGBoost,2500,0.2,521,8.0,,,,300,0.988,0.9841269841269841,0.992,0.9880478087649402,0.9994719999999999,1.0,0.05,1.0,0.9891869394548789
XGBoost,2500,0.2,522,4.0,,,,100,0.99,0.9880478087649402,0.992,0.9900199600798403,0.99936,1.0,0.1,0.8,0.9909515497769402
XGBoost,2500,0.2,523,4.0,,,,100,0.988,0.9841269841269841,0.992,0.9880478087649402,0.999424,1.0,0.1,1.0,0.9891821394548789
XGBoost,2500,0.2,524,4.0,,,,200,0.99,0.9880478087649402,0.992,0.9900199600798403,0.999424,1.0,0.1,0.8,0.9909579497769402
XGBoost,2500,0.2,525,4.0,,,,200,0.99,0.9880478087649402,0.992,0.9900199600798403,0.99952,1.0,0.1,1.0,0.9909675497769402
XGBoost,2500,0.2,526,4.0,,,,300,0.99,0.9880478087649402,0.992,0.9900199600798403,0.999456,1.0,0.1,0.8,0.9909611497769402
XGBoost,2500,0.2,527,4.0,,,,300,0.99,0.9880478087649402,0.992,0.9900199600798403,0.999408,1.0,0.1,1.0,0.9909563497769402
XGBoost,2500,0.2,528,6.0,,,,100,0.988,0.9841269841269841,0.992,0.9880478087649402,0.99936,1.0,0.1,0.8,0.9891757394548789
XGBoost,2500,0.2,529,6.0,,,,100,0.986,0.9802371541501976,0.992,0.9860834990059643,0.99944,1.0,0.1,1.0,0.9874164805318288
XGBoost,2500,0.2,530,6.0,,,,200,0.988,0.9841269841269841,0.992,0.9880478087649402,0.999392,1.0,0.1,0.8,0.9891789394548789
XGBoost,2500,0.2,531,6.0,,,,200,0.988,0.9841269841269841,0.992,0.9880478087649402,0.999424,1.0,0.1,1.0,0.9891821394548789
XGBoost,2500,0.2,532,6.0,,,,300,0.988,0.9841269841269841,0.992,0.9880478087649402,0.999408,1.0,0.1,0.8,0.9891805394548789
XGBoost,2500,0.2,533,6.0,,,,300,0.988,0.9841269841269841,0.992,0.9880478087649402,0.999472,1.0,0.1,1.0,0.9891869394548789
XGBoost,2500,0.2,534,8.0,,,,100,0.988,0.9841269841269841,0.992,0.9880478087649402,0.999408,1.0,0.1,0.8,0.9891805394548789
XGBoost,2500,0.2,535,8.0,,,,100,0.988,0.9841269841269841,0.992,0.9880478087649402,0.9995040000000001,1.0,0.1,1.0,0.9891901394548789
XGBoost,2500,0.2,536,8.0,,,,200,0.988,0.9841269841269841,0.992,0.9880478087649402,0.99952,1.0,0.1,0.8,0.9891917394548789
XGBoost,2500,0.2,537,8.0,,,,200,0.988,0.9841269841269841,0.992,0.9880478087649402,0.9994879999999999,1.0,0.1,1.0,0.989188539454879
XGBoost,2500,0.2,538,8.0,,,,300,0.988,0.9841269841269841,0.992,0.9880478087649402,0.999456,1.0,0.1,0.8,0.9891853394548789
XGBoost,2500,0.2,539,8.0,,,,300,0.988,0.9841269841269841,0.992,0.9880478087649402,0.9994879999999999,1.0,0.1,1.0,0.989188539454879
