model,dataset_size,test_size,param_id,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators,accuracy,precision,recall,f1,roc_auc,colsample_bytree,learning_rate,subsample
XGBoost,2000,0.2,213,8.0,,,,200,0.99,0.9851485148514851,0.995,0.9900497512437811,0.999625,1.0,0.1,1.0
XGBoost,2000,0.2,214,8.0,,,,300,0.9925,0.9900497512437811,0.995,0.9925187032418953,0.9996499999999999,1.0,0.1,0.8
XGBoost,2000,0.2,215,8.0,,,,300,0.99,0.9851485148514851,0.995,0.9900497512437811,0.999525,1.0,0.1,1.0
RandomForest,2000,0.3,216,,sqrt,1.0,2.0,100,0.9766666666666667,0.9863945578231292,0.9666666666666667,0.9764309764309764,0.9979555555555556,,,
RandomForest,2000,0.3,217,,sqrt,1.0,2.0,200,0.9766666666666667,0.9863945578231292,0.9666666666666667,0.9764309764309764,0.9982888888888889,,,
RandomForest,2000,0.3,218,,sqrt,1.0,2.0,300,0.9766666666666667,0.9863945578231292,0.9666666666666667,0.9764309764309764,0.9983222222222222,,,
RandomForest,2000,0.3,219,,sqrt,1.0,5.0,100,0.98,0.9864864864864865,0.9733333333333334,0.9798657718120806,0.9982666666666666,,,
RandomForest,2000,0.3,220,,sqrt,1.0,5.0,200,0.9766666666666667,0.9863945578231292,0.9666666666666667,0.9764309764309764,0.9981666666666666,,,
RandomForest,2000,0.3,221,,sqrt,1.0,5.0,300,0.9766666666666667,0.9863945578231292,0.9666666666666667,0.9764309764309764,0.9983000000000001,,,
RandomForest,2000,0.3,222,,sqrt,2.0,2.0,100,0.9783333333333334,0.9864406779661017,0.97,0.9781512605042016,0.9980555555555555,,,
RandomForest,2000,0.3,223,,sqrt,2.0,2.0,200,0.9783333333333334,0.9864406779661017,0.97,0.9781512605042016,0.9979222222222223,,,
RandomForest,2000,0.3,224,,sqrt,2.0,2.0,300,0.9766666666666667,0.9863945578231292,0.9666666666666667,0.9764309764309764,0.9979888888888888,,,
RandomForest,2000,0.3,225,,sqrt,2.0,5.0,100,0.9783333333333334,0.9864406779661017,0.97,0.9781512605042016,0.9981555555555556,,,
RandomForest,2000,0.3,226,,sqrt,2.0,5.0,200,0.9766666666666667,0.9863945578231292,0.9666666666666667,0.9764309764309764,0.9980555555555556,,,
RandomForest,2000,0.3,227,,sqrt,2.0,5.0,300,0.9766666666666667,0.9863945578231292,0.9666666666666667,0.9764309764309764,0.9980444444444444,,,
RandomForest,2000,0.3,228,10.0,sqrt,1.0,2.0,100,0.9816666666666667,0.9865319865319865,0.9766666666666667,0.981574539363484,0.9979666666666667,,,
RandomForest,2000,0.3,229,10.0,sqrt,1.0,2.0,200,0.9766666666666667,0.9863945578231292,0.9666666666666667,0.9764309764309764,0.9980555555555555,,,
RandomForest,2000,0.3,230,10.0,sqrt,1.0,2.0,300,0.9766666666666667,0.9863945578231292,0.9666666666666667,0.9764309764309764,0.9979666666666667,,,
RandomForest,2000,0.3,231,10.0,sqrt,1.0,5.0,100,0.9783333333333334,0.9864406779661017,0.97,0.9781512605042016,0.9981777777777777,,,
RandomForest,2000,0.3,232,10.0,sqrt,1.0,5.0,200,0.9766666666666667,0.9863945578231292,0.9666666666666667,0.9764309764309764,0.9980555555555555,,,
RandomForest,2000,0.3,233,10.0,sqrt,1.0,5.0,300,0.9766666666666667,0.9863945578231292,0.9666666666666667,0.9764309764309764,0.9980555555555554,,,
RandomForest,2000,0.3,234,10.0,sqrt,2.0,2.0,100,0.98,0.9864864864864865,0.9733333333333334,0.9798657718120806,0.9982222222222222,,,
RandomForest,2000,0.3,235,10.0,sqrt,2.0,2.0,200,0.9766666666666667,0.9863945578231292,0.9666666666666667,0.9764309764309764,0.9981222222222222,,,
RandomForest,2000,0.3,236,10.0,sqrt,2.0,2.0,300,0.9733333333333334,0.9863013698630136,0.96,0.972972972972973,0.9980888888888889,,,
RandomForest,2000,0.3,237,10.0,sqrt,2.0,5.0,100,0.9783333333333334,0.9864406779661017,0.97,0.9781512605042016,0.9981000000000001,,,
RandomForest,2000,0.3,238,10.0,sqrt,2.0,5.0,200,0.9766666666666667,0.9863945578231292,0.9666666666666667,0.9764309764309764,0.9980444444444444,,,
RandomForest,2000,0.3,239,10.0,sqrt,2.0,5.0,300,0.975,0.9863481228668942,0.9633333333333334,0.9747048903878583,0.9981444444444444,,,
RandomForest,2000,0.3,240,20.0,sqrt,1.0,2.0,100,0.9766666666666667,0.9863945578231292,0.9666666666666667,0.9764309764309764,0.9979555555555556,,,
RandomForest,2000,0.3,241,20.0,sqrt,1.0,2.0,200,0.9766666666666667,0.9863945578231292,0.9666666666666667,0.9764309764309764,0.9982888888888889,,,
RandomForest,2000,0.3,242,20.0,sqrt,1.0,2.0,300,0.9766666666666667,0.9863945578231292,0.9666666666666667,0.9764309764309764,0.9983222222222222,,,
RandomForest,2000,0.3,243,20.0,sqrt,1.0,5.0,100,0.98,0.9864864864864865,0.9733333333333334,0.9798657718120806,0.9982666666666667,,,
RandomForest,2000,0.3,244,20.0,sqrt,1.0,5.0,200,0.9766666666666667,0.9863945578231292,0.9666666666666667,0.9764309764309764,0.9981666666666666,,,
RandomForest,2000,0.3,245,20.0,sqrt,1.0,5.0,300,0.9766666666666667,0.9863945578231292,0.9666666666666667,0.9764309764309764,0.9983000000000001,,,
RandomForest,2000,0.3,246,20.0,sqrt,2.0,2.0,100,0.9783333333333334,0.9864406779661017,0.97,0.9781512605042016,0.9980555555555556,,,
RandomForest,2000,0.3,247,20.0,sqrt,2.0,2.0,200,0.9783333333333334,0.9864406779661017,0.97,0.9781512605042016,0.9979222222222223,,,
RandomForest,2000,0.3,248,20.0,sqrt,2.0,2.0,300,0.9766666666666667,0.9863945578231292,0.9666666666666667,0.9764309764309764,0.9979888888888889,,,
RandomForest,2000,0.3,249,20.0,sqrt,2.0,5.0,100,0.9783333333333334,0.9864406779661017,0.97,0.9781512605042016,0.9981555555555556,,,
RandomForest,2000,0.3,250,20.0,sqrt,2.0,5.0,200,0.9766666666666667,0.9863945578231292,0.9666666666666667,0.9764309764309764,0.9980555555555556,,,
RandomForest,2000,0.3,251,20.0,sqrt,2.0,5.0,300,0.9766666666666667,0.9863945578231292,0.9666666666666667,0.9764309764309764,0.9980444444444444,,,
XGBoost,2000,0.3,252,4.0,,,,100,0.9833333333333333,0.9865771812080537,0.98,0.9832775919732442,0.999,0.8,0.05,0.8
XGBoost,2000,0.3,253,4.0,,,,100,0.9866666666666667,0.9866666666666667,0.9866666666666667,0.9866666666666667,0.9990111111111112,0.8,0.05,1.0
XGBoost,2000,0.3,254,4.0,,,,200,0.985,0.9866220735785953,0.9833333333333333,0.9849749582637729,0.9990333333333332,0.8,0.05,0.8
XGBoost,2000,0.3,255,4.0,,,,200,0.9866666666666667,0.9834437086092715,0.99,0.9867109634551495,0.9992333333333334,0.8,0.05,1.0
XGBoost,2000,0.3,256,4.0,,,,300,0.985,0.98989898989899,0.98,0.9849246231155779,0.9989111111111112,0.8,0.05,0.8
XGBoost,2000,0.3,257,4.0,,,,300,0.9883333333333333,0.9899665551839465,0.9866666666666667,0.988313856427379,0.9991777777777778,0.8,0.05,1.0
XGBoost,2000,0.3,258,6.0,,,,100,0.9833333333333333,0.9865771812080537,0.98,0.9832775919732442,0.9991333333333333,0.8,0.05,0.8
XGBoost,2000,0.3,259,6.0,,,,100,0.985,0.9866220735785953,0.9833333333333333,0.9849749582637729,0.9991666666666666,0.8,0.05,1.0
XGBoost,2000,0.3,260,6.0,,,,200,0.985,0.9866220735785953,0.9833333333333333,0.9849749582637729,0.9992333333333333,0.8,0.05,0.8
XGBoost,2000,0.3,261,6.0,,,,200,0.9883333333333333,0.9867109634551495,0.99,0.9883527454242929,0.9993444444444444,0.8,0.05,1.0
XGBoost,2000,0.3,262,6.0,,,,300,0.9883333333333333,0.9932659932659933,0.9833333333333333,0.9882747068676717,0.9991777777777777,0.8,0.05,0.8
XGBoost,2000,0.3,263,6.0,,,,300,0.9916666666666667,0.9933110367892977,0.99,0.991652754590985,0.9993333333333333,0.8,0.05,1.0
XGBoost,2000,0.3,264,8.0,,,,100,0.9833333333333333,0.9865771812080537,0.98,0.9832775919732442,0.9990777777777778,0.8,0.05,0.8
XGBoost,2000,0.3,265,8.0,,,,100,0.9816666666666667,0.9832775919732442,0.98,0.9816360601001669,0.9991444444444444,0.8,0.05,1.0
XGBoost,2000,0.3,266,8.0,,,,200,0.9883333333333333,0.9899665551839465,0.9866666666666667,0.988313856427379,0.9992333333333333,0.8,0.05,0.8
XGBoost,2000,0.3,267,8.0,,,,200,0.9883333333333333,0.9899665551839465,0.9866666666666667,0.988313856427379,0.9992888888888889,0.8,0.05,1.0
XGBoost,2000,0.3,268,8.0,,,,300,0.9883333333333333,0.9932659932659933,0.9833333333333333,0.9882747068676717,0.9991333333333332,0.8,0.05,0.8
XGBoost,2000,0.3,269,8.0,,,,300,0.99,0.9932885906040269,0.9866666666666667,0.9899665551839465,0.9993000000000001,0.8,0.05,1.0
XGBoost,2000,0.3,270,4.0,,,,100,0.985,0.9866220735785953,0.9833333333333333,0.9849749582637729,0.9992111111111112,0.8,0.1,0.8
XGBoost,2000,0.3,271,4.0,,,,100,0.9866666666666667,0.9866666666666667,0.9866666666666667,0.9866666666666667,0.9992333333333334,0.8,0.1,1.0
XGBoost,2000,0.3,272,4.0,,,,200,0.9866666666666667,0.9899328859060402,0.9833333333333333,0.9866220735785953,0.9989666666666668,0.8,0.1,0.8
XGBoost,2000,0.3,273,4.0,,,,200,0.9883333333333333,0.9899665551839465,0.9866666666666667,0.988313856427379,0.9991111111111112,0.8,0.1,1.0
XGBoost,2000,0.3,274,4.0,,,,300,0.9816666666666667,0.9832775919732442,0.98,0.9816360601001669,0.9988666666666667,0.8,0.1,0.8
XGBoost,2000,0.3,275,4.0,,,,300,0.9866666666666667,0.9866666666666667,0.9866666666666667,0.9866666666666667,0.9990888888888889,0.8,0.1,1.0
XGBoost,2000,0.3,276,6.0,,,,100,0.9833333333333333,0.9833333333333333,0.9833333333333333,0.9833333333333333,0.9991666666666666,0.8,0.1,0.8
XGBoost,2000,0.3,277,6.0,,,,100,0.9883333333333333,0.9899665551839465,0.9866666666666667,0.988313856427379,0.9993444444444444,0.8,0.1,1.0
XGBoost,2000,0.3,278,6.0,,,,200,0.9816666666666667,0.9832775919732442,0.98,0.9816360601001669,0.9991111111111112,0.8,0.1,0.8
XGBoost,2000,0.3,279,6.0,,,,200,0.9866666666666667,0.9932432432432432,0.98,0.9865771812080537,0.9993,0.8,0.1,1.0
XGBoost,2000,0.3,280,6.0,,,,300,0.9816666666666667,0.9832775919732442,0.98,0.9816360601001669,0.9990777777777777,0.8,0.1,0.8
XGBoost,2000,0.3,281,6.0,,,,300,0.9833333333333333,0.9865771812080537,0.98,0.9832775919732442,0.9991333333333333,0.8,0.1,1.0
XGBoost,2000,0.3,282,8.0,,,,100,0.9833333333333333,0.9865771812080537,0.98,0.9832775919732442,0.9992666666666666,0.8,0.1,0.8
XGBoost,2000,0.3,283,8.0,,,,100,0.9883333333333333,0.9899665551839465,0.9866666666666667,0.988313856427379,0.9993444444444444,0.8,0.1,1.0
XGBoost,2000,0.3,284,8.0,,,,200,0.9833333333333333,0.9833333333333333,0.9833333333333333,0.9833333333333333,0.9991888888888889,0.8,0.1,0.8
XGBoost,2000,0.3,285,8.0,,,,200,0.9866666666666667,0.9899328859060402,0.9833333333333333,0.9866220735785953,0.9993333333333333,0.8,0.1,1.0
XGBoost,2000,0.3,286,8.0,,,,300,0.9816666666666667,0.9832775919732442,0.98,0.9816360601001669,0.9991777777777777,0.8,0.1,0.8
XGBoost,2000,0.3,287,8.0,,,,300,0.985,0.98989898989899,0.98,0.9849246231155779,0.9991666666666668,0.8,0.1,1.0
XGBoost,2000,0.3,288,4.0,,,,100,0.9833333333333333,0.9865771812080537,0.98,0.9832775919732442,0.9989222222222223,1.0,0.05,0.8
XGBoost,2000,0.3,289,4.0,,,,100,0.9833333333333333,0.9833333333333333,0.9833333333333333,0.9833333333333333,0.9988777777777778,1.0,0.05,1.0
XGBoost,2000,0.3,290,4.0,,,,200,0.9866666666666667,0.9866666666666667,0.9866666666666667,0.9866666666666667,0.9990777777777777,1.0,0.05,0.8
XGBoost,2000,0.3,291,4.0,,,,200,0.9866666666666667,0.9834437086092715,0.99,0.9867109634551495,0.9990444444444444,1.0,0.05,1.0
XGBoost,2000,0.3,292,4.0,,,,300,0.985,0.9866220735785953,0.9833333333333333,0.9849749582637729,0.9989333333333333,1.0,0.05,0.8
XGBoost,2000,0.3,293,4.0,,,,300,0.9866666666666667,0.9834437086092715,0.99,0.9867109634551495,0.9990111111111112,1.0,0.05,1.0
XGBoost,2000,0.3,294,6.0,,,,100,0.9816666666666667,0.9832775919732442,0.98,0.9816360601001669,0.9990111111111111,1.0,0.05,0.8
XGBoost,2000,0.3,295,6.0,,,,100,0.985,0.9866220735785953,0.9833333333333333,0.9849749582637729,0.9989,1.0,0.05,1.0
XGBoost,2000,0.3,296,6.0,,,,200,0.9883333333333333,0.9899665551839465,0.9866666666666667,0.988313856427379,0.9989777777777777,1.0,0.05,0.8
XGBoost,2000,0.3,297,6.0,,,,200,0.9866666666666667,0.9866666666666667,0.9866666666666667,0.9866666666666667,0.9987888888888888,1.0,0.05,1.0
XGBoost,2000,0.3,298,6.0,,,,300,0.99,0.9932885906040269,0.9866666666666667,0.9899665551839465,0.9989222222222222,1.0,0.05,0.8
XGBoost,2000,0.3,299,6.0,,,,300,0.9866666666666667,0.9899328859060402,0.9833333333333333,0.9866220735785953,0.9986555555555555,1.0,0.05,1.0
XGBoost,2000,0.3,300,8.0,,,,100,0.9816666666666667,0.9832775919732442,0.98,0.9816360601001669,0.9990222222222221,1.0,0.05,0.8
XGBoost,2000,0.3,301,8.0,,,,100,0.9866666666666667,0.9834437086092715,0.99,0.9867109634551495,0.9987999999999999,1.0,0.05,1.0
XGBoost,2000,0.3,302,8.0,,,,200,0.9883333333333333,0.9899665551839465,0.9866666666666667,0.988313856427379,0.999,1.0,0.05,0.8
XGBoost,2000,0.3,303,8.0,,,,200,0.9866666666666667,0.9866666666666667,0.9866666666666667,0.9866666666666667,0.9989333333333333,1.0,0.05,1.0
XGBoost,2000,0.3,304,8.0,,,,300,0.9883333333333333,0.9899665551839465,0.9866666666666667,0.988313856427379,0.9989888888888888,1.0,0.05,0.8
XGBoost,2000,0.3,305,8.0,,,,300,0.9866666666666667,0.9866666666666667,0.9866666666666667,0.9866666666666667,0.9988888888888889,1.0,0.05,1.0
XGBoost,2000,0.3,306,4.0,,,,100,0.9866666666666667,0.9866666666666667,0.9866666666666667,0.9866666666666667,0.9988888888888889,1.0,0.1,0.8
XGBoost,2000,0.3,307,4.0,,,,100,0.9866666666666667,0.9834437086092715,0.99,0.9867109634551495,0.9990777777777777,1.0,0.1,1.0
XGBoost,2000,0.3,308,4.0,,,,200,0.985,0.9866220735785953,0.9833333333333333,0.9849749582637729,0.998588888888889,1.0,0.1,0.8
XGBoost,2000,0.3,309,4.0,,,,200,0.9866666666666667,0.9834437086092715,0.99,0.9867109634551495,0.9990777777777777,1.0,0.1,1.0
XGBoost,2000,0.3,310,4.0,,,,300,0.9833333333333333,0.9865771812080537,0.98,0.9832775919732442,0.9985222222222222,1.0,0.1,0.8
XGBoost,2000,0.3,311,4.0,,,,300,0.9866666666666667,0.9834437086092715,0.99,0.9867109634551495,0.9989222222222222,1.0,0.1,1.0
XGBoost,2000,0.3,312,6.0,,,,100,0.9866666666666667,0.9899328859060402,0.9833333333333333,0.9866220735785953,0.9991888888888889,1.0,0.1,0.8
XGBoost,2000,0.3,313,6.0,,,,100,0.985,0.9833887043189369,0.9866666666666667,0.9850249584026622,0.9988555555555556,1.0,0.1,1.0
XGBoost,2000,0.3,314,6.0,,,,200,0.985,0.9866220735785953,0.9833333333333333,0.9849749582637729,0.9991222222222221,1.0,0.1,0.8
XGBoost,2000,0.3,315,6.0,,,,200,0.985,0.9866220735785953,0.9833333333333333,0.9849749582637729,0.9988111111111111,1.0,0.1,1.0
XGBoost,2000,0.3,316,6.0,,,,300,0.985,0.9866220735785953,0.9833333333333333,0.9849749582637729,0.9990666666666665,1.0,0.1,0.8
XGBoost,2000,0.3,317,6.0,,,,300,0.9833333333333333,0.9833333333333333,0.9833333333333333,0.9833333333333333,0.9987444444444444,1.0,0.1,1.0
XGBoost,2000,0.3,318,8.0,,,,100,0.9883333333333333,0.9899665551839465,0.9866666666666667,0.988313856427379,0.9990555555555556,1.0,0.1,0.8
XGBoost,2000,0.3,319,8.0,,,,100,0.9866666666666667,0.9866666666666667,0.9866666666666667,0.9866666666666667,0.9989333333333333,1.0,0.1,1.0
XGBoost,2000,0.3,320,8.0,,,,200,0.985,0.9866220735785953,0.9833333333333333,0.9849749582637729,0.9990333333333334,1.0,0.1,0.8
XGBoost,2000,0.3,321,8.0,,,,200,0.9866666666666667,0.9866666666666667,0.9866666666666667,0.9866666666666667,0.9989222222222224,1.0,0.1,1.0
XGBoost,2000,0.3,322,8.0,,,,300,0.985,0.9866220735785953,0.9833333333333333,0.9849749582637729,0.9990222222222221,1.0,0.1,0.8
XGBoost,2000,0.3,323,8.0,,,,300,0.985,0.9866220735785953,0.9833333333333333,0.9849749582637729,0.9987777777777778,1.0,0.1,1.0
RandomForest,2500,0.1,324,,sqrt,1.0,2.0,100,0.984,0.991869918699187,0.976,0.9838709677419355,0.999488,,,
RandomForest,2500,0.1,325,,sqrt,1.0,2.0,200,0.988,1.0,0.976,0.9878542510121457,0.999648,,,
RandomForest,2500,0.1,326,,sqrt,1.0,2.0,300,0.988,1.0,0.976,0.9878542510121457,0.99968,,,
RandomForest,2500,0.1,327,,sqrt,1.0,5.0,100,0.984,0.991869918699187,0.976,0.9838709677419355,0.999168,,,
RandomForest,2500,0.1,328,,sqrt,1.0,5.0,200,0.984,1.0,0.968,0.983739837398374,0.99936,,,
RandomForest,2500,0.1,329,,sqrt,1.0,5.0,300,0.984,0.991869918699187,0.976,0.9838709677419355,0.999488,,,
RandomForest,2500,0.1,330,,sqrt,2.0,2.0,100,0.976,0.9917355371900827,0.96,0.975609756097561,0.999104,,,
RandomForest,2500,0.1,331,,sqrt,2.0,2.0,200,0.98,0.9918032786885246,0.968,0.979757085020243,0.999232,,,
RandomForest,2500,0.1,332,,sqrt,2.0,2.0,300,0.976,0.9917355371900827,0.96,0.975609756097561,0.9992960000000001,,,
RandomForest,2500,0.1,333,,sqrt,2.0,5.0,100,0.98,0.9918032786885246,0.968,0.979757085020243,0.999232,,,
RandomForest,2500,0.1,334,,sqrt,2.0,5.0,200,0.98,1.0,0.96,0.9795918367346939,0.9992960000000001,,,
RandomForest,2500,0.1,335,,sqrt,2.0,5.0,300,0.98,1.0,0.96,0.9795918367346939,0.999296,,,
RandomForest,2500,0.1,336,10.0,sqrt,1.0,2.0,100,0.98,0.9918032786885246,0.968,0.979757085020243,0.999424,,,
RandomForest,2500,0.1,337,10.0,sqrt,1.0,2.0,200,0.984,0.991869918699187,0.976,0.9838709677419355,0.9994240000000001,,,
RandomForest,2500,0.1,338,10.0,sqrt,1.0,2.0,300,0.98,0.9918032786885246,0.968,0.979757085020243,0.999424,,,
RandomForest,2500,0.1,339,10.0,sqrt,1.0,5.0,100,0.988,1.0,0.976,0.9878542510121457,0.9992960000000001,,,
RandomForest,2500,0.1,340,10.0,sqrt,1.0,5.0,200,0.984,0.991869918699187,0.976,0.9838709677419355,0.999424,,,
RandomForest,2500,0.1,341,10.0,sqrt,1.0,5.0,300,0.984,0.991869918699187,0.976,0.9838709677419355,0.999488,,,
RandomForest,2500,0.1,342,10.0,sqrt,2.0,2.0,100,0.98,0.9918032786885246,0.968,0.979757085020243,0.9990399999999999,,,
RandomForest,2500,0.1,343,10.0,sqrt,2.0,2.0,200,0.98,0.9918032786885246,0.968,0.979757085020243,0.99904,,,
RandomForest,2500,0.1,344,10.0,sqrt,2.0,2.0,300,0.98,0.9918032786885246,0.968,0.979757085020243,0.998976,,,
RandomForest,2500,0.1,345,10.0,sqrt,2.0,5.0,100,0.98,0.9918032786885246,0.968,0.979757085020243,0.9991040000000001,,,
RandomForest,2500,0.1,346,10.0,sqrt,2.0,5.0,200,0.976,0.9917355371900827,0.96,0.975609756097561,0.99936,,,
RandomForest,2500,0.1,347,10.0,sqrt,2.0,5.0,300,0.98,0.9918032786885246,0.968,0.979757085020243,0.99936,,,
RandomForest,2500,0.1,348,20.0,sqrt,1.0,2.0,100,0.98,0.9918032786885246,0.968,0.979757085020243,0.999488,,,
RandomForest,2500,0.1,349,20.0,sqrt,1.0,2.0,200,0.988,1.0,0.976,0.9878542510121457,0.999616,,,
RandomForest,2500,0.1,350,20.0,sqrt,1.0,2.0,300,0.988,1.0,0.976,0.9878542510121457,0.99968,,,
RandomForest,2500,0.1,351,20.0,sqrt,1.0,5.0,100,0.984,0.991869918699187,0.976,0.9838709677419355,0.999168,,,
RandomForest,2500,0.1,352,20.0,sqrt,1.0,5.0,200,0.984,1.0,0.968,0.983739837398374,0.999424,,,
RandomForest,2500,0.1,353,20.0,sqrt,1.0,5.0,300,0.984,0.991869918699187,0.976,0.9838709677419355,0.999552,,,
RandomForest,2500,0.1,354,20.0,sqrt,2.0,2.0,100,0.976,0.9917355371900827,0.96,0.975609756097561,0.999104,,,
RandomForest,2500,0.1,355,20.0,sqrt,2.0,2.0,200,0.98,0.9918032786885246,0.968,0.979757085020243,0.999232,,,
RandomForest,2500,0.1,356,20.0,sqrt,2.0,2.0,300,0.976,0.9917355371900827,0.96,0.975609756097561,0.9992960000000001,,,
RandomForest,2500,0.1,357,20.0,sqrt,2.0,5.0,100,0.98,0.9918032786885246,0.968,0.979757085020243,0.999232,,,
RandomForest,2500,0.1,358,20.0,sqrt,2.0,5.0,200,0.98,1.0,0.96,0.9795918367346939,0.9992960000000001,,,
RandomForest,2500,0.1,359,20.0,sqrt,2.0,5.0,300,0.98,1.0,0.96,0.9795918367346939,0.999296,,,
XGBoost,2500,0.1,360,4.0,,,,100,0.992,1.0,0.984,0.9919354838709677,0.999232,0.8,0.05,0.8
XGBoost,2500,0.1,361,4.0,,,,100,0.992,1.0,0.984,0.9919354838709677,0.999232,0.8,0.05,1.0
XGBoost,2500,0.1,362,4.0,,,,200,0.988,0.9919354838709677,0.984,0.9879518072289156,0.9996160000000001,0.8,0.05,0.8
XGBoost,2500,0.1,363,4.0,,,,200,0.988,0.9919354838709677,0.984,0.9879518072289156,0.99968,0.8,0.05,1.0
XGBoost,2500,0.1,364,4.0,,,,300,0.988,0.9919354838709677,0.984,0.9879518072289156,0.99968,0.8,0.05,0.8
XGBoost,2500,0.1,365,4.0,,,,300,0.988,0.9919354838709677,0.984,0.9879518072289156,0.99968,0.8,0.05,1.0
XGBoost,2500,0.1,366,6.0,,,,100,0.988,0.9919354838709677,0.984,0.9879518072289156,0.9989759999999999,0.8,0.05,0.8
XGBoost,2500,0.1,367,6.0,,,,100,0.988,0.9919354838709677,0.984,0.9879518072289156,0.99904,0.8,0.05,1.0
XGBoost,2500,0.1,368,6.0,,,,200,0.984,0.984,0.984,0.984,0.999552,0.8,0.05,0.8
XGBoost,2500,0.1,369,6.0,,,,200,0.988,0.9919354838709677,0.984,0.9879518072289156,0.99968,0.8,0.05,1.0
XGBoost,2500,0.1,370,6.0,,,,300,0.984,0.984,0.984,0.984,0.99968,0.8,0.05,0.8
XGBoost,2500,0.1,371,6.0,,,,300,0.984,0.984,0.984,0.984,0.99968,0.8,0.05,1.0
XGBoost,2500,0.1,372,8.0,,,,100,0.984,0.984,0.984,0.984,0.998912,0.8,0.05,0.8
XGBoost,2500,0.1,373,8.0,,,,100,0.988,0.9919354838709677,0.984,0.9879518072289156,0.99904,0.8,0.05,1.0
XGBoost,2500,0.1,374,8.0,,,,200,0.984,0.984,0.984,0.984,0.999552,0.8,0.05,0.8
XGBoost,2500,0.1,375,8.0,,,,200,0.984,0.984,0.984,0.984,0.999552,0.8,0.05,1.0
XGBoost,2500,0.1,376,8.0,,,,300,0.984,0.984,0.984,0.984,0.99968,0.8,0.05,0.8
XGBoost,2500,0.1,377,8.0,,,,300,0.988,0.9919354838709677,0.984,0.9879518072289156,0.99968,0.8,0.05,1.0
XGBoost,2500,0.1,378,4.0,,,,100,0.992,1.0,0.984,0.9919354838709677,0.9996160000000001,0.8,0.1,0.8
XGBoost,2500,0.1,379,4.0,,,,100,0.988,0.9919354838709677,0.984,0.9879518072289156,0.9996799999999999,0.8,0.1,1.0
XGBoost,2500,0.1,380,4.0,,,,200,0.988,0.9919354838709677,0.984,0.9879518072289156,0.99968,0.8,0.1,0.8
XGBoost,2500,0.1,381,4.0,,,,200,0.988,0.9919354838709677,0.984,0.9879518072289156,0.999744,0.8,0.1,1.0
XGBoost,2500,0.1,382,4.0,,,,300,0.988,0.9919354838709677,0.984,0.9879518072289156,0.99968,0.8,0.1,0.8
XGBoost,2500,0.1,383,4.0,,,,300,0.988,0.9919354838709677,0.984,0.9879518072289156,0.999744,0.8,0.1,1.0
XGBoost,2500,0.1,384,6.0,,,,100,0.984,0.984,0.984,0.984,0.99968,0.8,0.1,0.8
XGBoost,2500,0.1,385,6.0,,,,100,0.992,1.0,0.984,0.9919354838709677,0.999616,0.8,0.1,1.0
XGBoost,2500,0.1,386,6.0,,,,200,0.984,0.984,0.984,0.984,0.999744,0.8,0.1,0.8
XGBoost,2500,0.1,387,6.0,,,,200,0.992,1.0,0.984,0.9919354838709677,0.99968,0.8,0.1,1.0
XGBoost,2500,0.1,388,6.0,,,,300,0.984,0.984,0.984,0.984,0.999744,0.8,0.1,0.8
XGBoost,2500,0.1,389,6.0,,,,300,0.988,0.9919354838709677,0.984,0.9879518072289156,0.99968,0.8,0.1,1.0
XGBoost,2500,0.1,390,8.0,,,,100,0.988,0.9919354838709677,0.984,0.9879518072289156,0.999616,0.8,0.1,0.8
XGBoost,2500,0.1,391,8.0,,,,100,0.992,1.0,0.984,0.9919354838709677,0.999552,0.8,0.1,1.0
XGBoost,2500,0.1,392,8.0,,,,200,0.984,0.984,0.984,0.984,0.999744,0.8,0.1,0.8
XGBoost,2500,0.1,393,8.0,,,,200,0.992,1.0,0.984,0.9919354838709677,0.999616,0.8,0.1,1.0
XGBoost,2500,0.1,394,8.0,,,,300,0.984,0.984,0.984,0.984,0.999744,0.8,0.1,0.8
XGBoost,2500,0.1,395,8.0,,,,300,0.992,1.0,0.984,0.9919354838709677,0.999616,0.8,0.1,1.0
XGBoost,2500,0.1,396,4.0,,,,100,0.984,0.991869918699187,0.976,0.9838709677419355,0.9990399999999999,1.0,0.05,0.8
XGBoost,2500,0.1,397,4.0,,,,100,0.984,0.984,0.984,0.984,0.998976,1.0,0.05,1.0
XGBoost,2500,0.1,398,4.0,,,,200,0.984,0.984,0.984,0.984,0.9996160000000001,1.0,0.05,0.8
XGBoost,2500,0.1,399,4.0,,,,200,0.988,0.9919354838709677,0.984,0.9879518072289156,0.999488,1.0,0.05,1.0
XGBoost,2500,0.1,400,4.0,,,,300,0.988,0.9919354838709677,0.984,0.9879518072289156,0.9996160000000001,1.0,0.05,0.8
XGBoost,2500,0.1,401,4.0,,,,300,0.984,0.984,0.984,0.984,0.9994879999999999,1.0,0.05,1.0
XGBoost,2500,0.1,402,6.0,,,,100,0.984,0.984,0.984,0.984,0.99904,1.0,0.05,0.8
XGBoost,2500,0.1,403,6.0,,,,100,0.98,0.9761904761904762,0.984,0.9800796812749004,0.998976,1.0,0.05,1.0
XGBoost,2500,0.1,404,6.0,,,,200,0.984,0.984,0.984,0.984,0.999616,1.0,0.05,0.8
XGBoost,2500,0.1,405,6.0,,,,200,0.984,0.984,0.984,0.984,0.99968,1.0,0.05,1.0
