model,dataset_size,test_size,param_id,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators,accuracy,precision,recall,f1,roc_auc,colsample_bytree,learning_rate,subsample
XGBoost,2500,0.1,406,6.0,,,,300,0.984,0.984,0.984,0.984,0.999552,1.0,0.05,0.8
XGBoost,2500,0.1,407,6.0,,,,300,0.984,0.984,0.984,0.984,0.999616,1.0,0.05,1.0
XGBoost,2500,0.1,408,8.0,,,,100,0.984,0.984,0.984,0.984,0.9987839999999999,1.0,0.05,0.8
XGBoost,2500,0.1,409,8.0,,,,100,0.984,0.984,0.984,0.984,0.998976,1.0,0.05,1.0
XGBoost,2500,0.1,410,8.0,,,,200,0.984,0.984,0.984,0.984,0.999616,1.0,0.05,0.8
XGBoost,2500,0.1,411,8.0,,,,200,0.988,0.9841269841269841,0.992,0.9880478087649402,0.999616,1.0,0.05,1.0
XGBoost,2500,0.1,412,8.0,,,,300,0.984,0.984,0.984,0.984,0.99968,1.0,0.05,0.8
XGBoost,2500,0.1,413,8.0,,,,300,0.988,0.9841269841269841,0.992,0.9880478087649402,0.99968,1.0,0.05,1.0
XGBoost,2500,0.1,414,4.0,,,,100,0.988,0.9919354838709677,0.984,0.9879518072289156,0.9996799999999999,1.0,0.1,0.8
XGBoost,2500,0.1,415,4.0,,,,100,0.988,0.9919354838709677,0.984,0.9879518072289156,0.999552,1.0,0.1,1.0
XGBoost,2500,0.1,416,4.0,,,,200,0.988,0.9919354838709677,0.984,0.9879518072289156,0.999616,1.0,0.1,0.8
XGBoost,2500,0.1,417,4.0,,,,200,0.984,0.984,0.984,0.984,0.9996160000000001,1.0,0.1,1.0
XGBoost,2500,0.1,418,4.0,,,,300,0.988,0.9919354838709677,0.984,0.9879518072289156,0.999616,1.0,0.1,0.8
XGBoost,2500,0.1,419,4.0,,,,300,0.984,0.984,0.984,0.984,0.999616,1.0,0.1,1.0
XGBoost,2500,0.1,420,6.0,,,,100,0.984,0.984,0.984,0.984,0.99968,1.0,0.1,0.8
XGBoost,2500,0.1,421,6.0,,,,100,0.984,0.984,0.984,0.984,0.999552,1.0,0.1,1.0
XGBoost,2500,0.1,422,6.0,,,,200,0.984,0.984,0.984,0.984,0.9996160000000001,1.0,0.1,0.8
XGBoost,2500,0.1,423,6.0,,,,200,0.984,0.984,0.984,0.984,0.9994879999999999,1.0,0.1,1.0
XGBoost,2500,0.1,424,6.0,,,,300,0.984,0.984,0.984,0.984,0.99968,1.0,0.1,0.8
XGBoost,2500,0.1,425,6.0,,,,300,0.984,0.984,0.984,0.984,0.9994879999999999,1.0,0.1,1.0
XGBoost,2500,0.1,426,8.0,,,,100,0.984,0.984,0.984,0.984,0.999616,1.0,0.1,0.8
XGBoost,2500,0.1,427,8.0,,,,100,0.988,0.9841269841269841,0.992,0.9880478087649402,0.999616,1.0,0.1,1.0
XGBoost,2500,0.1,428,8.0,,,,200,0.984,0.984,0.984,0.984,0.999616,1.0,0.1,0.8
XGBoost,2500,0.1,429,8.0,,,,200,0.984,0.984,0.984,0.984,0.999744,1.0,0.1,1.0
XGBoost,2500,0.1,430,8.0,,,,300,0.984,0.984,0.984,0.984,0.99968,1.0,0.1,0.8
XGBoost,2500,0.1,431,8.0,,,,300,0.988,0.9841269841269841,0.992,0.9880478087649402,0.999744,1.0,0.1,1.0
RandomForest,2500,0.2,432,,sqrt,1.0,2.0,100,0.986,0.9879518072289156,0.984,0.9859719438877755,0.9981840000000001,,,
RandomForest,2500,0.2,433,,sqrt,1.0,2.0,200,0.986,0.9879518072289156,0.984,0.9859719438877755,0.998496,,,
RandomForest,2500,0.2,434,,sqrt,1.0,2.0,300,0.986,0.9879518072289156,0.984,0.9859719438877755,0.9986480000000001,,,
RandomForest,2500,0.2,435,,sqrt,1.0,5.0,100,0.986,0.9879518072289156,0.984,0.9859719438877755,0.998624,,,
RandomForest,2500,0.2,436,,sqrt,1.0,5.0,200,0.988,0.988,0.988,0.988,0.9985600000000001,,,
RandomForest,2500,0.2,437,,sqrt,1.0,5.0,300,0.988,0.988,0.988,0.988,0.998592,,,
RandomForest,2500,0.2,438,,sqrt,2.0,2.0,100,0.984,0.9879032258064516,0.98,0.9839357429718876,0.99832,,,
RandomForest,2500,0.2,439,,sqrt,2.0,2.0,200,0.986,0.9879518072289156,0.984,0.9859719438877755,0.9985119999999998,,,
RandomForest,2500,0.2,440,,sqrt,2.0,2.0,300,0.984,0.9879032258064516,0.98,0.9839357429718876,0.99856,,,
RandomForest,2500,0.2,441,,sqrt,2.0,5.0,100,0.984,0.9879032258064516,0.98,0.9839357429718876,0.998336,,,
RandomForest,2500,0.2,442,,sqrt,2.0,5.0,200,0.986,0.9879518072289156,0.984,0.9859719438877755,0.99848,,,
RandomForest,2500,0.2,443,,sqrt,2.0,5.0,300,0.984,0.9879032258064516,0.98,0.9839357429718876,0.998464,,,
RandomForest,2500,0.2,444,10.0,sqrt,1.0,2.0,100,0.982,0.9878542510121457,0.976,0.9818913480885312,0.9983200000000001,,,
RandomForest,2500,0.2,445,10.0,sqrt,1.0,2.0,200,0.984,0.9879032258064516,0.98,0.9839357429718876,0.99848,,,
RandomForest,2500,0.2,446,10.0,sqrt,1.0,2.0,300,0.984,0.9879032258064516,0.98,0.9839357429718876,0.998512,,,
RandomForest,2500,0.2,447,10.0,sqrt,1.0,5.0,100,0.986,0.9879518072289156,0.984,0.9859719438877755,0.9984479999999999,,,
RandomForest,2500,0.2,448,10.0,sqrt,1.0,5.0,200,0.988,0.9919354838709677,0.984,0.9879518072289156,0.99848,,,
RandomForest,2500,0.2,449,10.0,sqrt,1.0,5.0,300,0.986,0.9879518072289156,0.984,0.9859719438877755,0.9985120000000001,,,
RandomForest,2500,0.2,450,10.0,sqrt,2.0,2.0,100,0.98,0.9878048780487805,0.972,0.9798387096774194,0.998192,,,
RandomForest,2500,0.2,451,10.0,sqrt,2.0,2.0,200,0.98,0.9878048780487805,0.972,0.9798387096774194,0.99808,,,
RandomForest,2500,0.2,452,10.0,sqrt,2.0,2.0,300,0.982,0.9878542510121457,0.976,0.9818913480885312,0.9982240000000001,,,
RandomForest,2500,0.2,453,10.0,sqrt,2.0,5.0,100,0.982,0.9839357429718876,0.98,0.9819639278557114,0.9982560000000001,,,
RandomForest,2500,0.2,454,10.0,sqrt,2.0,5.0,200,0.98,0.9838709677419355,0.976,0.9799196787148594,0.9979840000000001,,,
RandomForest,2500,0.2,455,10.0,sqrt,2.0,5.0,300,0.982,0.9839357429718876,0.98,0.9819639278557114,0.99808,,,
RandomForest,2500,0.2,456,20.0,sqrt,1.0,2.0,100,0.986,0.9879518072289156,0.984,0.9859719438877755,0.9981840000000001,,,
RandomForest,2500,0.2,457,20.0,sqrt,1.0,2.0,200,0.986,0.9879518072289156,0.984,0.9859719438877755,0.9985040000000001,,,
RandomForest,2500,0.2,458,20.0,sqrt,1.0,2.0,300,0.986,0.9879518072289156,0.984,0.9859719438877755,0.998648,,,
RandomForest,2500,0.2,459,20.0,sqrt,1.0,5.0,100,0.986,0.9879518072289156,0.984,0.9859719438877755,0.998624,,,
RandomForest,2500,0.2,460,20.0,sqrt,1.0,5.0,200,0.988,0.988,0.988,0.988,0.9985600000000001,,,
RandomForest,2500,0.2,461,20.0,sqrt,1.0,5.0,300,0.988,0.988,0.988,0.988,0.998592,,,
RandomForest,2500,0.2,462,20.0,sqrt,2.0,2.0,100,0.984,0.9879032258064516,0.98,0.9839357429718876,0.99832,,,
RandomForest,2500,0.2,463,20.0,sqrt,2.0,2.0,200,0.986,0.9879518072289156,0.984,0.9859719438877755,0.9985119999999998,,,
RandomForest,2500,0.2,464,20.0,sqrt,2.0,2.0,300,0.984,0.9879032258064516,0.98,0.9839357429718876,0.99856,,,
RandomForest,2500,0.2,465,20.0,sqrt,2.0,5.0,100,0.984,0.9879032258064516,0.98,0.9839357429718876,0.998336,,,
RandomForest,2500,0.2,466,20.0,sqrt,2.0,5.0,200,0.986,0.9879518072289156,0.984,0.9859719438877755,0.99848,,,
RandomForest,2500,0.2,467,20.0,sqrt,2.0,5.0,300,0.984,0.9879032258064516,0.98,0.9839357429718876,0.998464,,,
XGBoost,2500,0.2,468,4.0,,,,100,0.988,0.9919354838709677,0.984,0.9879518072289156,0.998864,0.8,0.05,0.8
XGBoost,2500,0.2,469,4.0,,,,100,0.988,0.9919354838709677,0.984,0.9879518072289156,0.999056,0.8,0.05,1.0
XGBoost,2500,0.2,470,4.0,,,,200,0.992,0.992,0.992,0.992,0.999392,0.8,0.05,0.8
XGBoost,2500,0.2,471,4.0,,,,200,0.988,0.9841269841269841,0.992,0.9880478087649402,0.9995200000000001,0.8,0.05,1.0
XGBoost,2500,0.2,472,4.0,,,,300,0.992,0.992,0.992,0.992,0.99944,0.8,0.05,0.8
XGBoost,2500,0.2,473,4.0,,,,300,0.99,0.9880478087649402,0.992,0.9900199600798403,0.999568,0.8,0.05,1.0
XGBoost,2500,0.2,474,6.0,,,,100,0.99,0.9919678714859438,0.988,0.9899799599198397,0.998992,0.8,0.05,0.8
XGBoost,2500,0.2,475,6.0,,,,100,0.99,0.9880478087649402,0.992,0.9900199600798403,0.998976,0.8,0.05,1.0
XGBoost,2500,0.2,476,6.0,,,,200,0.988,0.9841269841269841,0.992,0.9880478087649402,0.999408,0.8,0.05,0.8
XGBoost,2500,0.2,477,6.0,,,,200,0.988,0.9841269841269841,0.992,0.9880478087649402,0.9994240000000001,0.8,0.05,1.0
XGBoost,2500,0.2,478,6.0,,,,300,0.99,0.9880478087649402,0.992,0.9900199600798403,0.999344,0.8,0.05,0.8
XGBoost,2500,0.2,479,6.0,,,,300,0.988,0.9841269841269841,0.992,0.9880478087649402,0.999392,0.8,0.05,1.0
XGBoost,2500,0.2,480,8.0,,,,100,0.99,0.9919678714859438,0.988,0.9899799599198397,0.998992,0.8,0.05,0.8
XGBoost,2500,0.2,481,8.0,,,,100,0.99,0.9880478087649402,0.992,0.9900199600798403,0.999104,0.8,0.05,1.0
XGBoost,2500,0.2,482,8.0,,,,200,0.992,0.992,0.992,0.992,0.999312,0.8,0.05,0.8
XGBoost,2500,0.2,483,8.0,,,,200,0.988,0.9841269841269841,0.992,0.9880478087649402,0.9994240000000001,0.8,0.05,1.0
XGBoost,2500,0.2,484,8.0,,,,300,0.992,0.992,0.992,0.992,0.999296,0.8,0.05,0.8
XGBoost,2500,0.2,485,8.0,,,,300,0.988,0.9841269841269841,0.992,0.9880478087649402,0.999328,0.8,0.05,1.0
XGBoost,2500,0.2,486,4.0,,,,100,0.992,0.992,0.992,0.992,0.99936,0.8,0.1,0.8
XGBoost,2500,0.2,487,4.0,,,,100,0.99,0.9880478087649402,0.992,0.9900199600798403,0.999552,0.8,0.1,1.0
XGBoost,2500,0.2,488,4.0,,,,200,0.992,0.992,0.992,0.992,0.99944,0.8,0.1,0.8
XGBoost,2500,0.2,489,4.0,,,,200,0.992,0.992,0.992,0.992,0.9994719999999999,0.8,0.1,1.0
XGBoost,2500,0.2,490,4.0,,,,300,0.99,0.9880478087649402,0.992,0.9900199600798403,0.9993920000000001,0.8,0.1,0.8
XGBoost,2500,0.2,491,4.0,,,,300,0.992,0.992,0.992,0.992,0.99936,0.8,0.1,1.0
XGBoost,2500,0.2,492,6.0,,,,100,0.992,0.992,0.992,0.992,0.999264,0.8,0.1,0.8
XGBoost,2500,0.2,493,6.0,,,,100,0.992,0.992,0.992,0.992,0.999648,0.8,0.1,1.0
XGBoost,2500,0.2,494,6.0,,,,200,0.992,0.992,0.992,0.992,0.999408,0.8,0.1,0.8
XGBoost,2500,0.2,495,6.0,,,,200,0.992,0.992,0.992,0.992,0.999504,0.8,0.1,1.0
XGBoost,2500,0.2,496,6.0,,,,300,0.992,0.992,0.992,0.992,0.99936,0.8,0.1,0.8
XGBoost,2500,0.2,497,6.0,,,,300,0.992,0.992,0.992,0.992,0.999552,0.8,0.1,1.0
XGBoost,2500,0.2,498,8.0,,,,100,0.992,0.992,0.992,0.992,0.99928,0.8,0.1,0.8
XGBoost,2500,0.2,499,8.0,,,,100,0.992,0.992,0.992,0.992,0.9995200000000001,0.8,0.1,1.0
XGBoost,2500,0.2,500,8.0,,,,200,0.992,0.992,0.992,0.992,0.9993599999999999,0.8,0.1,0.8
XGBoost,2500,0.2,501,8.0,,,,200,0.992,0.992,0.992,0.992,0.999472,0.8,0.1,1.0
XGBoost,2500,0.2,502,8.0,,,,300,0.992,0.992,0.992,0.992,0.9994240000000001,0.8,0.1,0.8
XGBoost,2500,0.2,503,8.0,,,,300,0.992,0.992,0.992,0.992,0.9994879999999999,0.8,0.1,1.0
XGBoost,2500,0.2,504,4.0,,,,100,0.982,0.9878542510121457,0.976,0.9818913480885312,0.9988159999999999,1.0,0.05,0.8
XGBoost,2500,0.2,505,4.0,,,,100,0.984,0.9801587301587301,0.988,0.9840637450199203,0.9990880000000001,1.0,0.05,1.0
XGBoost,2500,0.2,506,4.0,,,,200,0.99,0.9880478087649402,0.992,0.9900199600798403,0.999328,1.0,0.05,0.8
XGBoost,2500,0.2,507,4.0,,,,200,0.988,0.9841269841269841,0.992,0.9880478087649402,0.9994719999999999,1.0,0.05,1.0
XGBoost,2500,0.2,508,4.0,,,,300,0.99,0.9880478087649402,0.992,0.9900199600798403,0.999424,1.0,0.05,0.8
XGBoost,2500,0.2,509,4.0,,,,300,0.99,0.9880478087649402,0.992,0.9900199600798403,0.999568,1.0,0.05,1.0
XGBoost,2500,0.2,510,6.0,,,,100,0.984,0.9801587301587301,0.988,0.9840637450199203,0.9989760000000001,1.0,0.05,0.8
XGBoost,2500,0.2,511,6.0,,,,100,0.988,0.9841269841269841,0.992,0.9880478087649402,0.999072,1.0,0.05,1.0
XGBoost,2500,0.2,512,6.0,,,,200,0.988,0.9841269841269841,0.992,0.9880478087649402,0.999328,1.0,0.05,0.8
XGBoost,2500,0.2,513,6.0,,,,200,0.988,0.9841269841269841,0.992,0.9880478087649402,0.9995200000000001,1.0,0.05,1.0
XGBoost,2500,0.2,514,6.0,,,,300,0.988,0.9841269841269841,0.992,0.9880478087649402,0.9993759999999999,1.0,0.05,0.8
XGBoost,2500,0.2,515,6.0,,,,300,0.988,0.9841269841269841,0.992,0.9880478087649402,0.999488,1.0,0.05,1.0
XGBoost,2500,0.2,516,8.0,,,,100,0.986,0.9840637450199203,0.988,0.9860279441117764,0.998832,1.0,0.05,0.8
XGBoost,2500,0.2,517,8.0,,,,100,0.988,0.9841269841269841,0.992,0.9880478087649402,0.998992,1.0,0.05,1.0
XGBoost,2500,0.2,518,8.0,,,,200,0.988,0.9841269841269841,0.992,0.9880478087649402,0.9992479999999999,1.0,0.05,0.8
XGBoost,2500,0.2,519,8.0,,,,200,0.988,0.9841269841269841,0.992,0.9880478087649402,0.9995040000000001,1.0,0.05,1.0
XGBoost,2500,0.2,520,8.0,,,,300,0.988,0.9841269841269841,0.992,0.9880478087649402,0.9992639999999999,1.0,0.05,0.8
XGBoost,2500,0.2,521,8.0,,,,300,0.988,0.9841269841269841,0.992,0.9880478087649402,0.9994719999999999,1.0,0.05,1.0
XGBoost,2500,0.2,522,4.0,,,,100,0.99,0.9880478087649402,0.992,0.9900199600798403,0.99936,1.0,0.1,0.8
XGBoost,2500,0.2,523,4.0,,,,100,0.988,0.9841269841269841,0.992,0.9880478087649402,0.999424,1.0,0.1,1.0
XGBoost,2500,0.2,524,4.0,,,,200,0.99,0.9880478087649402,0.992,0.9900199600798403,0.999424,1.0,0.1,0.8
XGBoost,2500,0.2,525,4.0,,,,200,0.99,0.9880478087649402,0.992,0.9900199600798403,0.99952,1.0,0.1,1.0
XGBoost,2500,0.2,526,4.0,,,,300,0.99,0.9880478087649402,0.992,0.9900199600798403,0.999456,1.0,0.1,0.8
XGBoost,2500,0.2,527,4.0,,,,300,0.99,0.9880478087649402,0.992,0.9900199600798403,0.999408,1.0,0.1,1.0
XGBoost,2500,0.2,528,6.0,,,,100,0.988,0.9841269841269841,0.992,0.9880478087649402,0.99936,1.0,0.1,0.8
XGBoost,2500,0.2,529,6.0,,,,100,0.986,0.9802371541501976,0.992,0.9860834990059643,0.99944,1.0,0.1,1.0
XGBoost,2500,0.2,530,6.0,,,,200,0.988,0.9841269841269841,0.992,0.9880478087649402,0.999392,1.0,0.1,0.8
XGBoost,2500,0.2,531,6.0,,,,200,0.988,0.9841269841269841,0.992,0.9880478087649402,0.999424,1.0,0.1,1.0
XGBoost,2500,0.2,532,6.0,,,,300,0.988,0.9841269841269841,0.992,0.9880478087649402,0.999408,1.0,0.1,0.8
XGBoost,2500,0.2,533,6.0,,,,300,0.988,0.9841269841269841,0.992,0.9880478087649402,0.999472,1.0,0.1,1.0
XGBoost,2500,0.2,534,8.0,,,,100,0.988,0.9841269841269841,0.992,0.9880478087649402,0.999408,1.0,0.1,0.8
XGBoost,2500,0.2,535,8.0,,,,100,0.988,0.9841269841269841,0.992,0.9880478087649402,0.9995040000000001,1.0,0.1,1.0
XGBoost,2500,0.2,536,8.0,,,,200,0.988,0.9841269841269841,0.992,0.9880478087649402,0.99952,1.0,0.1,0.8
XGBoost,2500,0.2,537,8.0,,,,200,0.988,0.9841269841269841,0.992,0.9880478087649402,0.9994879999999999,1.0,0.1,1.0
XGBoost,2500,0.2,538,8.0,,,,300,0.988,0.9841269841269841,0.992,0.9880478087649402,0.999456,1.0,0.1,0.8
XGBoost,2500,0.2,539,8.0,,,,300,0.988,0.9841269841269841,0.992,0.9880478087649402,0.9994879999999999,1.0,0.1,1.0
RandomForest,2500,0.3,540,,sqrt,1.0,2.0,100,0.9826666666666667,0.9891891891891892,0.976,0.9825503355704698,0.9981688888888889,,,
RandomForest,2500,0.3,541,,sqrt,1.0,2.0,200,0.9853333333333333,0.989247311827957,0.9813333333333333,0.9852744310575636,0.9981404444444445,,,
RandomForest,2500,0.3,542,,sqrt,1.0,2.0,300,0.9866666666666667,0.9919137466307277,0.9813333333333333,0.9865951742627346,0.998144,,,
RandomForest,2500,0.3,543,,sqrt,1.0,5.0,100,0.9893333333333333,0.9919571045576407,0.9866666666666667,0.9893048128342246,0.9975644444444445,,,
RandomForest,2500,0.3,544,,sqrt,1.0,5.0,200,0.9866666666666667,0.9919137466307277,0.9813333333333333,0.9865951742627346,0.9979093333333333,,,
RandomForest,2500,0.3,545,,sqrt,1.0,5.0,300,0.9866666666666667,0.9919137466307277,0.9813333333333333,0.9865951742627346,0.9982222222222222,,,
RandomForest,2500,0.3,546,,sqrt,2.0,2.0,100,0.9853333333333333,0.9918918918918919,0.9786666666666667,0.9852348993288591,0.9980942222222222,,,
RandomForest,2500,0.3,547,,sqrt,2.0,2.0,200,0.984,0.991869918699187,0.976,0.9838709677419355,0.9982293333333333,,,
RandomForest,2500,0.3,548,,sqrt,2.0,2.0,300,0.9853333333333333,0.9918918918918919,0.9786666666666667,0.9852348993288591,0.998208,,,
RandomForest,2500,0.3,549,,sqrt,2.0,5.0,100,0.9853333333333333,0.9918918918918919,0.9786666666666667,0.9852348993288591,0.9978026666666666,,,
RandomForest,2500,0.3,550,,sqrt,2.0,5.0,200,0.9853333333333333,0.9918918918918919,0.9786666666666667,0.9852348993288591,0.9980515555555556,,,
RandomForest,2500,0.3,551,,sqrt,2.0,5.0,300,0.9853333333333333,0.9918918918918919,0.9786666666666667,0.9852348993288591,0.997944888888889,,,
RandomForest,2500,0.3,552,10.0,sqrt,1.0,2.0,100,0.984,0.9892183288409704,0.9786666666666667,0.9839142091152815,0.9981013333333334,,,
RandomForest,2500,0.3,553,10.0,sqrt,1.0,2.0,200,0.984,0.9892183288409704,0.9786666666666667,0.9839142091152815,0.998136888888889,,,
RandomForest,2500,0.3,554,10.0,sqrt,1.0,2.0,300,0.984,0.9892183288409704,0.9786666666666667,0.9839142091152815,0.9980515555555556,,,
RandomForest,2500,0.3,555,10.0,sqrt,1.0,5.0,100,0.9853333333333333,0.9918918918918919,0.9786666666666667,0.9852348993288591,0.997816888888889,,,
RandomForest,2500,0.3,556,10.0,sqrt,1.0,5.0,200,0.9853333333333333,0.9918918918918919,0.9786666666666667,0.9852348993288591,0.9978311111111111,,,
RandomForest,2500,0.3,557,10.0,sqrt,1.0,5.0,300,0.9853333333333333,0.9918918918918919,0.9786666666666667,0.9852348993288591,0.9979164444444444,,,
RandomForest,2500,0.3,558,10.0,sqrt,2.0,2.0,100,0.9853333333333333,0.9918918918918919,0.9786666666666667,0.9852348993288591,0.9980942222222222,,,
RandomForest,2500,0.3,559,10.0,sqrt,2.0,2.0,200,0.9853333333333333,0.9918918918918919,0.9786666666666667,0.9852348993288591,0.9980942222222222,,,
RandomForest,2500,0.3,560,10.0,sqrt,2.0,2.0,300,0.9853333333333333,0.989247311827957,0.9813333333333333,0.9852744310575636,0.9979662222222222,,,
RandomForest,2500,0.3,561,10.0,sqrt,2.0,5.0,100,0.9853333333333333,0.9918918918918919,0.9786666666666667,0.9852348993288591,0.9982862222222222,,,
RandomForest,2500,0.3,562,10.0,sqrt,2.0,5.0,200,0.9853333333333333,0.9918918918918919,0.9786666666666667,0.9852348993288591,0.9981511111111111,,,
RandomForest,2500,0.3,563,10.0,sqrt,2.0,5.0,300,0.9853333333333333,0.9918918918918919,0.9786666666666667,0.9852348993288591,0.998016,,,
RandomForest,2500,0.3,564,20.0,sqrt,1.0,2.0,100,0.9826666666666667,0.9891891891891892,0.976,0.9825503355704698,0.9981688888888889,,,
RandomForest,2500,0.3,565,20.0,sqrt,1.0,2.0,200,0.9853333333333333,0.989247311827957,0.9813333333333333,0.9852744310575636,0.9981404444444445,,,
RandomForest,2500,0.3,566,20.0,sqrt,1.0,2.0,300,0.9866666666666667,0.9919137466307277,0.9813333333333333,0.9865951742627346,0.998144,,,
RandomForest,2500,0.3,567,20.0,sqrt,1.0,5.0,100,0.9893333333333333,0.9919571045576407,0.9866666666666667,0.9893048128342246,0.9975644444444445,,,
RandomForest,2500,0.3,568,20.0,sqrt,1.0,5.0,200,0.9866666666666667,0.9919137466307277,0.9813333333333333,0.9865951742627346,0.9979093333333333,,,
RandomForest,2500,0.3,569,20.0,sqrt,1.0,5.0,300,0.9866666666666667,0.9919137466307277,0.9813333333333333,0.9865951742627346,0.9982222222222222,,,
RandomForest,2500,0.3,570,20.0,sqrt,2.0,2.0,100,0.9853333333333333,0.9918918918918919,0.9786666666666667,0.9852348993288591,0.9980942222222221,,,
RandomForest,2500,0.3,571,20.0,sqrt,2.0,2.0,200,0.984,0.991869918699187,0.976,0.9838709677419355,0.9982293333333333,,,
RandomForest,2500,0.3,572,20.0,sqrt,2.0,2.0,300,0.9853333333333333,0.9918918918918919,0.9786666666666667,0.9852348993288591,0.998208,,,
RandomForest,2500,0.3,573,20.0,sqrt,2.0,5.0,100,0.9853333333333333,0.9918918918918919,0.9786666666666667,0.9852348993288591,0.9978026666666667,,,
RandomForest,2500,0.3,574,20.0,sqrt,2.0,5.0,200,0.9853333333333333,0.9918918918918919,0.9786666666666667,0.9852348993288591,0.9980515555555556,,,
RandomForest,2500,0.3,575,20.0,sqrt,2.0,5.0,300,0.9853333333333333,0.9918918918918919,0.9786666666666667,0.9852348993288591,0.9979448888888889,,,
XGBoost,2500,0.3,576,4.0,,,,100,0.9893333333333333,0.9919571045576407,0.9866666666666667,0.9893048128342246,0.9983146666666667,0.8,0.05,0.8
XGBoost,2500,0.3,577,4.0,,,,100,0.9893333333333333,0.9919571045576407,0.9866666666666667,0.9893048128342246,0.998584888888889,0.8,0.05,1.0
XGBoost,2500,0.3,578,4.0,,,,200,0.988,0.9919354838709677,0.984,0.9879518072289156,0.9991253333333332,0.8,0.05,0.8
XGBoost,2500,0.3,579,4.0,,,,200,0.9906666666666667,0.9919786096256684,0.9893333333333333,0.9906542056074766,0.9992675555555556,0.8,0.05,1.0
XGBoost,2500,0.3,580,4.0,,,,300,0.9893333333333333,0.9919571045576407,0.9866666666666667,0.9893048128342246,0.9992248888888889,0.8,0.05,0.8
XGBoost,2500,0.3,581,4.0,,,,300,0.9906666666666667,0.9919786096256684,0.9893333333333333,0.9906542056074766,0.9994168888888888,0.8,0.05,1.0
XGBoost,2500,0.3,582,6.0,,,,100,0.988,0.9893048128342246,0.9866666666666667,0.9879839786381842,0.9984426666666667,0.8,0.05,0.8
XGBoost,2500,0.3,583,6.0,,,,100,0.988,0.9893048128342246,0.9866666666666667,0.9879839786381842,0.9985208888888889,0.8,0.05,1.0
XGBoost,2500,0.3,584,6.0,,,,200,0.9906666666666667,0.9919786096256684,0.9893333333333333,0.9906542056074766,0.9990897777777777,0.8,0.05,0.8
XGBoost,2500,0.3,585,6.0,,,,200,0.992,0.992,0.992,0.992,0.9992035555555556,0.8,0.05,1.0
XGBoost,2500,0.3,586,6.0,,,,300,0.9906666666666667,0.9919786096256684,0.9893333333333333,0.9906542056074766,0.9991964444444444,0.8,0.05,0.8
XGBoost,2500,0.3,587,6.0,,,,300,0.992,0.992,0.992,0.992,0.9992888888888889,0.8,0.05,1.0
XGBoost,2500,0.3,588,8.0,,,,100,0.9893333333333333,0.9893333333333333,0.9893333333333333,0.9893333333333333,0.9984711111111111,0.8,0.05,0.8
XGBoost,2500,0.3,589,8.0,,,,100,0.9893333333333333,0.9919571045576407,0.9866666666666667,0.9893048128342246,0.9986133333333334,0.8,0.05,1.0
XGBoost,2500,0.3,590,8.0,,,,200,0.9933333333333333,0.9920212765957447,0.9946666666666667,0.9933422103861518,0.9991182222222222,0.8,0.05,0.8
XGBoost,2500,0.3,591,8.0,,,,200,0.992,0.992,0.992,0.992,0.9991537777777778,0.8,0.05,1.0
XGBoost,2500,0.3,592,8.0,,,,300,0.9933333333333333,0.9920212765957447,0.9946666666666667,0.9933422103861518,0.9991680000000001,0.8,0.05,0.8
XGBoost,2500,0.3,593,8.0,,,,300,0.992,0.992,0.992,0.992,0.9992533333333333,0.8,0.05,1.0
XGBoost,2500,0.3,594,4.0,,,,100,0.9893333333333333,0.9919571045576407,0.9866666666666667,0.9893048128342246,0.9989617777777778,0.8,0.1,0.8
XGBoost,2500,0.3,595,4.0,,,,100,0.9906666666666667,0.9919786096256684,0.9893333333333333,0.9906542056074766,0.9992817777777778,0.8,0.1,1.0
XGBoost,2500,0.3,596,4.0,,,,200,0.9906666666666667,0.9919786096256684,0.9893333333333333,0.9906542056074766,0.9992035555555555,0.8,0.1,0.8
XGBoost,2500,0.3,597,4.0,,,,200,0.9893333333333333,0.9919571045576407,0.9866666666666667,0.9893048128342246,0.9994168888888889,0.8,0.1,1.0
XGBoost,2500,0.3,598,4.0,,,,300,0.9906666666666667,0.9919786096256684,0.9893333333333333,0.9906542056074766,0.9992177777777778,0.8,0.1,0.8
XGBoost,2500,0.3,599,4.0,,,,300,0.9893333333333333,0.9919571045576407,0.9866666666666667,0.9893048128342246,0.9993315555555555,0.8,0.1,1.0
XGBoost,2500,0.3,600,6.0,,,,100,0.9893333333333333,0.9919571045576407,0.9866666666666667,0.9893048128342246,0.9990186666666667,0.8,0.1,0.8
XGBoost,2500,0.3,601,6.0,,,,100,0.992,0.992,0.992,0.992,0.9993457777777778,0.8,0.1,1.0
XGBoost,2500,0.3,602,6.0,,,,200,0.9893333333333333,0.9919571045576407,0.9866666666666667,0.9893048128342246,0.999104,0.8,0.1,0.8
XGBoost,2500,0.3,603,6.0,,,,200,0.992,0.992,0.992,0.992,0.9993813333333333,0.8,0.1,1.0
XGBoost,2500,0.3,604,6.0,,,,300,0.9893333333333333,0.9919571045576407,0.9866666666666667,0.9893048128342246,0.9990613333333334,0.8,0.1,0.8
XGBoost,2500,0.3,605,6.0,,,,300,0.992,0.992,0.992,0.992,0.9993813333333333,0.8,0.1,1.0
XGBoost,2500,0.3,606,8.0,,,,100,0.992,0.992,0.992,0.992,0.9989546666666668,0.8,0.1,0.8
